,account_value,date,daily_return
815,118412850.80639464,2019-03-29,0.0064629941360794
816,119208622.39812696,2019-04-01,0.006720314444869
817,118938970.29892091,2019-04-02,-0.0022620184159621
818,118902391.37974183,2019-04-03,-0.0003075436006142
819,119273712.9837839,2019-04-04,
820,119662877.15322971,2019-04-05,0.003262782382726
821,119838584.11328124,2019-04-08,0.0014683497859284
822,119079003.19824284,2019-04-09,-0.0063383669012675
823,119168107.27669612,2019-04-10,0.0007482769930895
824,118680388.938137,2019-04-11,-0.0040926918258984
825,118195715.45182048,2019-04-12,-0.0040838548866667
826,118018421.91769923,2019-04-15,-0.0014999996695608
827,118098088.95699625,2019-04-16,0.0006750390151168
828,118148236.517826,2019-04-17,0.0004246263531666
829,118840292.998251,2019-04-18,0.0058575269578449
830,118520341.912635,2019-04-22,-0.0026922778255075
831,119570909.08379972,2019-04-23,0.0088640241346851
832,119376298.92611292,2019-04-24,-0.0016275711138935
833,119925161.41535616,2019-04-25,0.0045977509286241
834,119745273.6904143,2019-04-26,-0.0014999998567343
835,119586157.96228269,2019-04-29,-0.0013287850386728
836,119950415.57666072,2019-04-30,0.0030459847576416
837,118967771.33491018,2019-05-01,-0.0081920870138422
838,118256725.37056722,2019-05-02,-0.0059767948610324
839,119169100.62126625,2019-05-03,0.007715208144315
840,119001676.9151316,2019-05-06,-0.00140492548204
841,117372694.96597414,2019-05-07,-0.0136887310446828
842,117129994.24394476,2019-05-08,-0.0020677783883189
843,116918833.88345458,2019-05-09,-0.0018027863985922
844,117648944.28981504,2019-05-10,0.006244591928519
845,115508348.4600555,2019-05-13,-0.0181947729550927
846,115943364.20875244,2019-05-14,0.0037660979011173
847,116476564.2745792,2019-05-15,0.0045987976066206
848,117559635.88993455,2019-05-16,0.0092986226207887
849,117167663.33264177,2019-05-17,-0.0033342443971141
850,117127286.52532125,2019-05-20,-0.0003446070884413
851,117616971.91674474,2019-05-21,0.0041807968574227
852,117748281.47729558,2019-05-22,0.0011164167756656
853,116980221.7544464,2019-05-23,-0.0065228953935713
854,117217633.52419822,2019-05-24,0.0020295035023114
855,115693387.299043,2019-05-28,-0.0130035573942939
856,114534630.26961792,2019-05-29,-0.0100157585189371
857,114698350.22512951,2019-05-30,0.0014294362772744
858,112778290.43765543,2019-05-31,-0.0167400819951236
859,112057148.9850998,2019-06-03,-0.0063943286403537
860,111889063.30010046,2019-06-04,-0.0014999996566189
861,112477001.86313376,2019-06-05,0.0052546562254827
862,112805341.91860756,2019-06-06,0.0029191750316508
863,113511825.08813924,2019-06-07,0.0062628520734542
864,114169527.578361,2019-06-10,0.0057941319304051
865,114086106.44960244,2019-06-11,-0.0007306777082116
866,113664185.07529818,2019-06-12,-0.00369827130958
867,114036100.7252821,2019-06-13,0.0032720566266106
868,113947559.31290722,2019-06-14,-0.0007764331804731
869,113868568.4657874,2019-06-17,-0.0006932210535804
870,114906842.98021331,2019-06-18,0.0091181836077782
871,114892247.53446482,2019-06-19,-0.0001270198133545
872,116067611.11633016,2019-06-20,0.0102301382999123
873,115684398.30380864,2019-06-21,-0.0033016343563533
874,115520236.97662704,2019-06-24,-0.0014190446558789
875,114797725.23051652,2019-06-25,-0.0062544171049156
876,114350556.4354944,2019-06-26,-0.0038952757480532
877,114314435.87095743,2019-06-27,-0.0003158757216658
878,114870310.02859984,2019-06-28,0.004862676821236
879,115426825.08192804,2019-07-01,0.0048447249179499
880,115759908.47893924,2019-07-02,0.0028856671469112
881,116334292.8448325,2019-07-03,0.0049618591914986
882,116266783.2486945,2019-07-05,
883,115597353.16799589,2019-07-08,-0.0057577070767212
884,114872521.17308824,2019-07-09,-0.0062703165344473
885,115367026.65126924,2019-07-10,0.00430481957853
886,116098211.76610008,2019-07-11,0.0063379037845974
887,117118208.24005786,2019-07-12,0.0087856346660424
888,117370568.20514576,2019-07-15,0.0021547457810371
889,117270004.1548337,2019-07-16,-0.0008568080724996
890,116388481.8849759,2019-07-17,-0.0075170311130365
891,116431491.18137024,2019-07-18,0.0003695322397696
892,115783381.56633423,2019-07-19,-0.0055664460573335
893,116322884.65111588,2019-07-22,0.0046595899815946
894,116706575.87501572,2019-07-23,0.0032985016237401
895,117541350.14013337,2019-07-24,0.0071527611778416
896,117119324.07365082,2019-07-25,-0.0035904476678156
897,117303383.18602842,2019-07-26,0.0015715520374917
898,117569430.84780592,2019-07-29,0.0022680305934192
899,116974211.16555494,2019-07-30,-0.0050627078651208
900,114837814.6756448,2019-07-31,-0.0182638247236089
901,114773854.78951351,2019-08-01,-0.0005569584053122
902,113839281.57277006,2019-08-02,-0.0081427361523876
