account_rewards,date
-3344412.1660100147,2024-04-12
-17143.773189999163,2024-04-15
-1345196.4042000026,2024-04-16
-1846494.4723999947,2024-04-17
1610906.3160900027,2024-04-19
-870553.9422200024,2024-04-22
1477238.675079994,2024-04-23
-108843.79663998634,2024-04-24
368270.06725499034,2024-04-25
-481682.0795099959,2024-04-26
93082.76280000806,2024-05-02
1265165.3015699834,2024-05-03
-22503.656699992716,2024-05-06
150106.20414499938,2024-05-07
-544897.8777699918,2024-05-08
-56666.947780013084,2024-05-09
-163782.6443599984,2024-05-10
133832.64263500273,2024-05-13
715382.8821050003,2024-05-14
594333.377775006,2024-05-15
184244.98594998568,2024-05-16
175930.14715000987,2024-05-17
-1292.5288750082254,2024-05-20
-676643.2569799945,2024-05-21
826134.4852749929,2024-05-22
-97515.7174499929,2024-05-23
122625.444614999,2024-05-24
266170.33599000424,2024-05-27
-312787.6895500049,2024-05-28
-161473.26271999627,2024-05-29
-170174.9260049984,2024-05-30
883340.5204899982,2024-05-31
398754.1263000071,2024-06-03
110220.67498999834,2024-06-04
5102.7210000008345,2024-06-05
435946.0203549862,2024-06-06
527089.819930017,2024-06-07
468627.5007799864,2024-06-10
1836479.447390005,2024-06-11
-423379.6873050034,2024-06-12
-338737.74661000073,2024-06-13
-871356.9340849817,2024-06-14
-272826.58028000593,2024-06-17
838365.3013549894,2024-06-18
485773.1735699922,2024-06-19
696524.4932350069,2024-06-20
-1589022.8838049918,2024-06-21
-643098.4579300135,2024-06-24
450398.4678799957,2024-06-25
287916.38646000624,2024-06-26
-839517.0881849974,2024-06-27
-352004.25999999046,2024-06-28
169861.65072999895,2024-07-01
790873.616414994,2024-07-02
1428435.4253849983,2024-07-03
838934.9117200077,2024-07-04
30194.808519989252,2024-07-05
-485412.4920049906,2024-07-08
-995146.5821800083,2024-07-09
-429441.5795699954,2024-07-10
138078.97384499013,2024-07-11
-395836.1396199912,2024-07-12
