,date,account_value
89,2021-02-03,116649129.13851999
90,2021-02-04,116496099.864445
91,2021-02-05,117155782.80037
92,2021-02-08,114047764.828565
93,2021-02-09,116974179.500625
94,2021-02-17,120462377.362025
95,2021-02-18,123070623.73477499
96,2021-02-19,122221196.48038499
97,2021-02-22,122061947.670385
98,2021-02-23,121891198.440385
99,2021-02-24,120311365.090385
100,2021-02-25,120486473.690385
101,2021-02-26,120965462.870385
102,2021-03-01,122345392.630385
103,2021-03-02,121993050.110385
104,2021-03-03,121418633.90038499
105,2021-03-04,120258776.500385
106,2021-03-05,120472748.470385
107,2021-03-08,120308038.500385
108,2021-03-09,118874529.96038498
109,2021-03-10,119264385.15038499
110,2021-03-11,119985346.01038499
111,2021-03-12,119431693.040385
112,2021-03-15,119878416.20038499
113,2021-03-16,119049336.970385
114,2021-03-17,119856198.15038499
115,2021-03-18,121404560.940385
116,2021-03-19,121113098.820385
117,2021-03-22,120979199.940385
118,2021-03-23,120154593.000385
119,2021-03-24,118952625.61038502
120,2021-03-25,120162720.350385
121,2021-03-26,120678949.64038499
122,2021-03-29,121300821.600385
123,2021-03-30,123573312.660385
124,2021-03-31,125057816.330385
125,2021-04-01,128055954.27038501
126,2021-04-02,128429576.95038499
127,2021-04-05,129680911.640385
128,2021-04-06,130622718.090385
129,2021-04-07,131311448.83038498
130,2021-04-08,129835534.79038501
131,2021-04-09,128981531.640385
132,2021-04-12,132000163.690385
133,2021-04-13,134489625.12038496
134,2021-04-14,137124140.67038497
135,2021-04-15,136964145.08038497
136,2021-04-16,137436429.390385
137,2021-04-19,141176055.450385
138,2021-04-20,140994541.54038498
139,2021-04-22,135567163.36038497
140,2021-04-23,136987823.92038497
141,2021-04-26,130512167.470385
142,2021-04-27,131857226.76038499
143,2021-04-28,132027555.630385
144,2021-04-29,132777659.800385
145,2021-05-04,133752243.920385
146,2021-05-05,134732436.06038496
147,2021-05-06,133596416.490385
148,2021-05-07,133116587.440385
149,2021-05-10,136668693.560385
150,2021-05-11,135544345.220385
151,2021-05-12,136382917.61038497
152,2021-05-13,134833674.32038498
153,2021-05-14,135652123.900385
154,2021-05-17,133594962.940385
155,2021-05-18,132660676.090385
156,2021-05-19,133900918.750385
157,2021-05-20,137592427.750385
158,2021-05-21,137386039.11275
159,2021-05-24,137497700.034315
160,2021-05-25,137910843.80834
161,2021-05-26,137812945.009115
162,2021-05-27,136195994.720095
163,2021-05-28,137355641.503505
164,2021-05-31,137429451.10041502
165,2021-06-01,138822616.77229002
166,2021-06-02,138540243.31234503
167,2021-06-03,139753030.38234502
168,2021-06-04,141890271.362345
169,2021-06-07,140249271.952345
170,2021-06-08,136234605.092345
171,2021-06-09,136859401.272345
172,2021-06-10,135420899.81234503
173,2021-06-11,138618279.102345
174,2021-06-14,140366178.702345
175,2021-06-15,140584124.54234502
176,2021-06-16,138998657.37234503
177,2021-06-17,138447838.422345
178,2021-06-18,140297085.582345
179,2021-06-21,140127642.052345
180,2021-06-22,141269877.842345
181,2021-06-23,140808752.43234503
182,2021-06-24,141548009.332345
183,2021-06-25,142813148.982345
184,2021-06-28,143822864.522345
185,2021-06-29,143689448.34234503
186,2021-06-30,144919880.702345
187,2021-07-01,146451426.182345
188,2021-07-02,146546089.552345
189,2021-07-05,143111563.29234502
190,2021-07-06,137504365.892345
191,2021-07-07,142959506.752345
192,2021-07-08,142657506.97234502
193,2021-07-09,139570550.482345
194,2021-07-12,135830201.622345
195,2021-07-13,134610765.552345
196,2021-07-14,134190952.28234503
197,2021-07-15,134428089.112345
198,2021-07-16,137082730.342345
199,2021-07-19,132409160.66234502
200,2021-07-20,135919929.772345
201,2021-07-21,135020564.802345
202,2021-07-22,137120774.10234502
203,2021-07-23,133571398.30234501
204,2021-07-26,134030803.12234502
205,2021-07-27,135735997.56234503
206,2021-07-28,136371118.422345
207,2021-07-29,138064432.642345
208,2021-07-30,140920400.522345
209,2021-08-02,142310075.63234502
210,2021-08-03,145626923.682345
211,2021-08-04,145190255.492345
212,2021-08-05,145431215.402345
213,2021-08-06,144272257.962345
214,2021-08-09,146990167.76234502
215,2021-08-10,147061962.672345
216,2021-08-11,145534105.702345
217,2021-08-12,144372416.75234503
218,2021-08-13,143898701.19234502
219,2021-08-16,144994335.51234502
220,2021-08-17,144547008.44234502
221,2021-08-18,144642459.332345
222,2021-08-19,147718073.68234503
223,2021-08-20,142288073.992345
224,2021-08-23,138612716.38234502
225,2021-08-24,138591935.63234502
226,2021-08-25,140612370.022345
227,2021-08-26,138823182.092345
228,2021-08-27,140341027.182345
229,2021-08-30,140205438.402345
230,2021-08-31,141320661.362345
231,2021-09-01,140619384.282345
232,2021-09-06,141239443.592345
233,2021-09-07,140110602.38234502
234,2021-09-08,138986910.00234503
235,2021-09-09,139895183.41234502
236,2021-09-10,139442977.272345
237,2021-09-13,139382731.842345
238,2021-09-14,140454106.792345
239,2021-09-15,143731803.94234502
240,2021-09-16,144182245.10234502
241,2021-09-17,142621197.452345
242,2021-09-20,141172575.16234502
243,2021-09-21,140166472.992345
244,2021-09-22,141584064.842345
245,2021-09-23,142061607.112345
246,2021-09-24,141338678.042345
247,2021-09-27,137889249.76234502
248,2021-09-28,140298184.50234503
249,2021-09-29,142059853.052345
250,2021-09-30,142870717.452345
251,2021-10-01,143135292.702345
252,2021-10-04,143537031.922345
253,2021-10-05,145718725.18234503
254,2021-10-06,147190106.88234502
255,2021-10-07,146689778.112345
256,2021-10-08,148440658.302345
257,2021-10-11,150986876.63234502
258,2021-10-12,150559923.672345
259,2021-10-13,149561286.802345
260,2021-10-14,149035377.87234503
261,2021-10-15,148992212.212345
262,2021-10-18,150641906.26234502
263,2021-10-19,149414948.672345
264,2021-10-20,149523388.862345
265,2021-10-21,147352841.01234502
266,2021-10-22,147435418.802345
267,2021-10-25,147140715.902345
268,2021-10-26,147743751.402345
269,2021-10-27,154204252.60234502
270,2021-10-28,156865530.47234502
271,2021-10-29,156640326.10234502
272,2021-11-01,154133732.872345
273,2021-11-02,154498822.922345
274,2021-11-03,154140642.432345
275,2021-11-04,154185951.582345
276,2021-11-05,155423756.912345
277,2021-11-08,157175118.91234502
278,2021-11-09,154785729.892345
279,2021-11-10,154767336.582345
280,2021-11-11,153688789.51234502
281,2021-11-12,154553203.37234503
282,2021-11-15,156022867.172345
283,2021-11-16,154169784.04234502
284,2021-11-17,154589931.532345
285,2021-11-18,152202227.06234503
286,2021-11-19,149866618.94234502
287,2021-11-22,150567813.952345
288,2021-11-23,153737554.38234502
289,2021-11-24,154442403.302345
290,2021-11-25,155455483.932345
291,2021-11-26,155900646.79234502
292,2021-11-29,155970425.902345
293,2021-11-30,154293215.55234504
294,2021-12-01,155000044.922345
295,2021-12-02,155730372.54234502
296,2021-12-03,153183945.892345
297,2021-12-06,151004480.292345
298,2021-12-07,154051383.732345
299,2021-12-08,153944899.082345
300,2021-12-09,155921185.06234503
301,2021-12-10,153575144.662345
302,2021-12-13,154621485.75234503
303,2021-12-14,154720823.35234502
304,2021-12-15,154768352.13234502
305,2021-12-16,154465638.842345
306,2021-12-17,154413759.582345
307,2021-12-20,154465818.38234502
308,2021-12-21,154199603.44234502
309,2021-12-22,155575917.672345
310,2021-12-23,154205238.032345
311,2021-12-24,155408924.992345
312,2021-12-27,156257990.00234503
313,2021-12-28,157415986.672345
314,2021-12-29,156253572.57234502
315,2021-12-30,155994519.94234502
316,2021-12-31,155850042.032345
317,2022-01-04,159863214.75234503
318,2022-01-05,157426648.26234502
319,2022-01-06,156466307.672345
320,2022-01-07,156337324.862345
321,2022-01-10,154349344.702345
322,2022-01-11,151358572.462345
323,2022-01-12,153548412.63234502
324,2022-01-13,152555609.38234502
325,2022-01-14,152975638.93234503
326,2022-01-17,150734768.41234502
327,2022-01-18,150458881.962345
328,2022-01-19,151897256.88234502
329,2022-01-20,153134179.392345
330,2022-01-21,153773547.00234503
331,2022-01-24,150885047.05234504
332,2022-01-25,156563922.152345
333,2022-01-26,155597765.972345
334,2022-01-27,152988588.44234502
335,2022-01-28,152636869.63234502
336,2022-02-07,154009966.092345
337,2022-02-08,152164590.732345
338,2022-02-09,151004345.092345
339,2022-02-10,151767358.76234502
340,2022-02-11,150465957.622345
341,2022-02-14,150343287.94234502
342,2022-02-15,154362744.712345
343,2022-02-16,152637555.592345
344,2022-02-17,155497549.142345
345,2022-02-18,154814324.31234503
346,2022-02-21,154192824.56234503
347,2022-02-22,152664965.94234502
348,2022-02-23,153120222.81234503
349,2022-02-24,152434897.422345
350,2022-02-25,151260345.06234503
351,2022-02-28,150033913.922345
352,2022-03-01,151080492.00234503
353,2022-03-02,150898968.19234502
354,2022-03-03,153077221.94234502
355,2022-03-04,153061517.352345
356,2022-03-07,153770731.892345
357,2022-03-08,151659539.10234502
358,2022-03-09,151440668.282345
359,2022-03-10,149317251.36234498
360,2022-03-11,145205420.242345
361,2022-03-14,140630462.452345
362,2022-03-15,142073654.96234503
363,2022-03-16,142502986.892345
364,2022-03-17,141357191.582345
365,2022-03-18,142263131.462345
366,2022-03-21,147113098.19234502
367,2022-03-22,148909927.622345
368,2022-03-23,147398343.12234503
369,2022-03-24,146598296.66234502
370,2022-03-25,145779701.452345
371,2022-03-28,144865207.99234504
372,2022-03-29,144877018.57234502
373,2022-03-30,144442128.392345
374,2022-03-31,143520951.052345
375,2022-04-01,146071471.852345
376,2022-04-04,148235607.16234502
377,2022-04-05,148897149.522345
378,2022-04-06,149389336.222345
379,2022-04-07,147383674.75234503
380,2022-04-08,146524727.04234502
381,2022-04-12,145682297.482345
382,2022-04-13,147147111.79234502
383,2022-04-14,146380624.422345
384,2022-04-15,145934573.01234502
385,2022-04-18,143364420.91234502
386,2022-04-19,141177273.612345
387,2022-04-20,140997836.54234502
388,2022-04-21,139697834.91234502
389,2022-04-22,142684806.66234502
390,2022-04-25,135796951.35234502
391,2022-04-26,137706096.05234504
392,2022-04-27,139948402.352345
393,2022-04-28,138198260.342345
394,2022-04-29,138218873.242345
395,2022-05-04,136614583.612345
396,2022-05-05,139498857.76234502
397,2022-05-06,137853978.202345
398,2022-05-09,134011630.79234502
399,2022-05-10,136569297.69234502
400,2022-05-11,135708814.56234503
401,2022-05-12,129600782.17234501
402,2022-05-13,123604931.90234502
403,2022-05-16,120393816.19234501
404,2022-05-17,120213225.48073503
405,2022-05-18,120653174.52256504
406,2022-05-19,121350841.29540503
407,2022-05-20,120665488.63089503
408,2022-05-23,119207661.69944504
409,2022-05-24,121005413.46897504
410,2022-05-25,122481463.23720004
411,2022-05-26,121747467.91293004
412,2022-05-27,123230150.36293003
413,2022-05-30,123605150.90293004
414,2022-05-31,126299002.11293003
415,2022-06-01,128244633.06293003
416,2022-06-02,126764375.49293004
417,2022-06-03,127051873.24293002
418,2022-06-06,129925356.51293005
419,2022-06-07,130262029.43293004
420,2022-06-08,130332481.61293003
421,2022-06-09,129677959.41293004
422,2022-06-10,126862657.75293005
423,2022-06-13,121993327.76293002
424,2022-06-14,122408638.77293004
425,2022-06-15,121185641.28293003
426,2022-06-16,124494476.88293004
427,2022-06-17,126746937.27293004
428,2022-06-20,121400046.12293003
429,2022-06-21,120173885.23293003
430,2022-06-22,116886276.78293005
431,2022-06-23,116710947.37353505
432,2022-06-24,116533596.60518505
433,2022-06-27,117032078.58398005
434,2022-06-28,117486366.62586504
435,2022-06-29,117560780.41978505
436,2022-06-30,116321267.51779003
437,2022-07-01,114980351.46689004
438,2022-07-04,114252964.79553004
439,2022-07-05,111106360.81553003
440,2022-07-06,106437778.45553003
441,2022-07-07,108566760.07553004
442,2022-07-08,109550026.05553004
443,2022-07-11,108060260.23553003
444,2022-07-12,108915817.49553004
445,2022-07-13,108054612.51553003
446,2022-07-14,109386489.31553003
447,2022-07-15,108976642.31553003
448,2022-07-18,108546447.63553004
449,2022-07-19,109195072.11553003
450,2022-07-20,110064352.91553004
451,2022-07-21,111414803.71553004
452,2022-07-22,112077289.63553004
453,2022-07-25,111549153.69553003
454,2022-07-26,111637959.11553003
455,2022-07-27,111981928.01553003
456,2022-07-28,112880669.79553005
457,2022-07-29,110754851.57553005
458,2022-08-01,113583014.15553004
459,2022-08-02,114934794.97553004
460,2022-08-03,116133528.47553004
461,2022-08-04,115457830.03553005
462,2022-08-05,114170317.69553004
463,2022-08-08,114382370.49553004
464,2022-08-09,114864383.33553003
465,2022-08-10,114349763.81553005
466,2022-08-11,115532737.79553004
467,2022-08-12,116405628.77553004
468,2022-08-15,117042918.09553005
469,2022-08-16,116940701.55553003
470,2022-08-17,117787354.97553004
471,2022-08-18,118502979.45553003
472,2022-08-19,118477398.95553005
473,2022-08-22,117163949.11553004
474,2022-08-23,117754773.41553004
475,2022-08-24,117907801.67553005
476,2022-08-25,118639636.35553004
477,2022-08-26,117677542.71553004
478,2022-08-29,117331388.73553003
479,2022-08-30,118886886.23553005
480,2022-08-31,118325810.35553004
481,2022-09-05,118474022.51553003
482,2022-09-06,118092753.45553005
483,2022-09-07,114780152.85553005
484,2022-09-08,115233798.15553004
485,2022-09-09,116984022.25553004
486,2022-09-12,116502972.01553002
487,2022-09-13,116302266.31553003
488,2022-09-14,114911672.71553004
489,2022-09-15,115007505.23553003
490,2022-09-16,114301869.29553005
491,2022-09-19,112978674.63553004
492,2022-09-20,114254985.53553003
493,2022-09-21,113317384.61553004
494,2022-09-22,113096683.45553005
495,2022-09-23,112066477.33553004
496,2022-09-26,110982994.05553004
497,2022-09-27,110024559.27553004
498,2022-09-28,105356857.49553004
499,2022-09-29,103412439.93553004
500,2022-09-30,104270699.71553004
501,2022-10-03,100645431.75553003
502,2022-10-04,99403200.33553004
503,2022-10-05,101555370.97553004
504,2022-10-06,99117904.49553004
505,2022-10-07,95198646.39553005
506,2022-10-10,95969247.23553003
507,2022-10-11,94414220.63553004
508,2022-10-12,96304469.95553005
509,2022-10-13,97039351.99553004
510,2022-10-14,97717819.51553003
511,2022-10-17,96350660.05553004
512,2022-10-18,98250474.35553004
513,2022-10-19,97181808.61553004
514,2022-10-20,97811937.81553003
515,2022-10-21,93479823.93553004
516,2022-10-24,92270589.47553003
517,2022-10-25,93795807.67553005
518,2022-10-26,94360621.09553005
519,2022-10-27,97467511.45553005
520,2022-10-28,97591018.93553004
521,2022-10-31,98659680.91553003
522,2022-11-01,98868960.55553003
523,2022-11-02,96812796.35553004
524,2022-11-03,98105567.63553004
525,2022-11-04,97065712.65553004
526,2022-11-07,96469533.69553003
527,2022-11-08,97444924.87553003
528,2022-11-09,98713465.15553004
529,2022-11-10,94832049.61553003
