account_rewards,date
-83911.64863501489,2023-04-11
-691889.5349349827,2023-04-12
-476491.16863001883,2023-04-13
-702130.7851199955,2023-04-14
816701.8670699969,2023-04-17
-741322.7068499997,2023-04-18
-70214.31297998875,2023-04-19
-628983.2992100045,2023-04-20
-497248.59051000327,2023-04-21
-651025.7922400013,2023-04-24
838294.375319995,2023-04-25
-1158372.1740749925,2023-04-26
410594.3709599972,2023-04-27
-927212.7984500006,2023-04-28
70701.86578001082,2023-05-04
1215792.5451249927,2023-05-05
292273.75897500664,2023-05-08
-77688.587044999,2023-05-09
-381128.5742650032,2023-05-10
109643.58884999156,2023-05-11
-490288.81796999276,2023-05-12
386983.4612150043,2023-05-15
-673449.2176900059,2023-05-16
307600.73603999615,2023-05-17
-363786.8740249947,2023-05-18
-236248.10687000304,2023-05-19
-874418.138139993,2023-05-22
-645687.2763550058,2023-05-23
552881.5788000003,2023-05-24
-35538.963509991765,2023-05-25
252467.52173998952,2023-05-26
-361152.5744500011,2023-05-29
-391712.55687499046,2023-05-30
49769.063509993255,2023-05-31
182616.29515500367,2023-06-01
544418.2274700031,2023-06-02
284551.90761999786,2023-06-05
-98045.81058000028,2023-06-06
-649897.5826649964,2023-06-07
545938.4069299996,2023-06-08
1469209.2943499982,2023-06-09
-24841.941520005465,2023-06-12
-368358.0461100042,2023-06-13
-335551.76810999215,2023-06-14
126324.82490999997,2023-06-15
-644861.2045399994,2023-06-16
-262859.94862999767,2023-06-19
616325.4720200002,2023-06-20
410895.8045249954,2023-06-21
831898.5322749987,2023-06-22
665493.9471650124,2023-06-23
144984.3310899958,2023-06-26
86425.9000549987,2023-06-27
297563.4352449924,2023-06-28
-748850.2814799845,2023-06-29
-63775.629955001175,2023-06-30
97815.2737749964,2023-07-03
-259179.16444999725,2023-07-04
138292.40659999102,2023-07-05
603206.3043400049,2023-07-06
527727.9700850025,2023-07-07
311069.4572900012,2023-07-10
