account_value,date,daily_return
82562557.97766005,2022-07-08,
81928976.76315004,2022-07-11,-0.007673953303160119
83057954.66608505,2022-07-12,0.013779958538952641
82147319.32096504,2022-07-13,-0.010963854681722007
82578887.54107003,2022-07-14,0.005253588597563086
81897203.52486004,2022-07-15,-0.00825494307937924
81800750.36561003,2022-07-18,-0.001177734465874991
82592862.83537504,2022-07-19,0.009683437697388442
83143733.33624503,2022-07-20,0.0066697106984654475
83353945.53624505,2022-07-21,0.0025282987853081362
82354591.93707503,2022-07-22,-0.011989277684947286
83089018.30117503,2022-07-25,0.008917855663241658
82536042.34117503,2022-07-26,-0.006655223172761571
82907370.68117502,2022-07-27,0.004498984073709744
83576623.28117503,2022-07-28,0.008072293144763432
83593303.77117503,2022-07-29,0.00019958320096136184
84826699.94049004,2022-08-01,0.01475472452543869
85125116.76049003,2022-08-02,0.003517958616913619
85406337.02049004,2022-08-03,0.003303610857783079
85828706.95588504,2022-08-04,0.004945416817181414
85132709.23588502,2022-08-05,-0.008109148380363584
84835654.72599003,2022-08-08,-0.0034893111303661017
84506885.03599003,2022-08-09,-0.0038753716354508194
84765834.23599003,2022-08-10,0.0030642379007310705
83781368.20599003,2022-08-11,-0.011613948460168833
84627537.54599003,2022-08-12,0.0100997316959488
84403215.98599002,2022-08-15,-0.0026506922746997175
84628485.17959504,2022-08-16,0.002668964576449495
85242561.39959504,2022-08-17,0.007256140987243587
85863954.41932502,2022-08-18,0.007289703752765719
86257278.85932504,2022-08-19,0.004580786462258457
85646185.82932504,2022-08-22,-0.007084538697268883
87565004.26001504,2022-08-23,0.022404014984553022
89576241.14001505,2022-08-24,0.022968500909654077
89829953.24001503,2022-08-25,0.0028323593038850348
88933295.80001503,2022-08-26,-0.009981719990482807
87625128.30001505,2022-08-29,-0.01470953581818979
88624111.11001502,2022-08-30,0.011400643050468506
87860389.04417503,2022-08-31,-0.008617542746261586
89422852.13417503,2022-09-05,0.01778347565948546
89672887.97417504,2022-09-06,0.0027961067448938337
87245579.65417503,2022-09-07,-0.02706847492966935
86814630.58417502,2022-09-08,-0.004939494604863759
87158343.58417502,2022-09-09,0.003959159852287009
86559567.66417503,2022-09-12,-0.006869978195738757
86798935.74417503,2022-09-13,0.0027653566955032627
85266486.31417502,2022-09-14,-0.017655163820402553
85849146.85417503,2022-09-15,0.006833406244196816
87117631.15417501,2022-09-16,0.014775735653548727
86001968.88417503,2022-09-19,-0.012806388961903226
86745183.05417503,2022-09-20,0.008641827386544287
87564668.87417503,2022-09-21,0.009447046984593976
87474246.20316504,2022-09-22,-0.00103263875913151
86841738.46316504,2022-09-23,-0.007230788117121412
84062309.19546503,2022-09-26,-0.032005684327461315
82506452.86546504,2022-09-27,-0.018508370099401428
81984024.68546504,2022-09-28,-0.00633196752321763
82500292.79546504,2022-09-29,0.006297179383186968
82171680.63546504,2022-09-30,-0.003983163560579039
80193381.78546503,2022-10-03,-0.024075190317407014
80030795.75546503,2022-10-04,-0.00202742453778737
80819967.58546504,2022-10-05,0.009860851970175721
78805486.62546504,2022-10-06,-0.024925535361911
