account_rewards,date
3686953.5834599882,2021-12-31
-768716.4914049953,2022-01-04
499242.60636001825,2022-01-05
-488936.8296750188,2022-01-06
-1210543.5273150057,2022-01-07
-1135208.8732349724,2022-01-10
638951.4743699878,2022-01-11
-849538.6793950051,2022-01-12
309630.33177001774,2022-01-13
-2171037.6433300227,2022-01-14
-453340.8396149874,2022-01-17
-162290.61315499246,2022-01-18
139979.55591499805,2022-01-19
16792.551434993744,2022-01-20
-2033594.6616000086,2022-01-21
1379281.131795019,2022-01-24
834203.9948499948,2022-01-25
126130.6264449954,2022-01-26
344095.57617498934,2022-01-27
-1473532.6199899912,2022-01-28
-1788626.733280003,2022-02-07
-1118165.623695001,2022-02-08
-518107.2305250019,2022-02-09
-1496961.9292849898,2022-02-10
-85433.5099849999,2022-02-11
1493201.395569995,2022-02-14
-655187.7045000046,2022-02-15
877616.8553200066,2022-02-16
-640946.2894250154,2022-02-17
559374.5297800303,2022-02-18
-917854.6397100091,2022-02-21
426695.17545998096,2022-02-22
-1532493.6577100009,2022-02-23
-458034.8785149753,2022-02-24
-713515.9346900135,2022-02-25
1065437.699330002,2022-02-28
-1028100.3822249919,2022-03-01
506972.61330500245,2022-03-02
35617.79310499132,2022-03-03
-902563.506679982,2022-03-04
-1130056.3436450064,2022-03-07
-578637.808280006,2022-03-08
1648155.6876649857,2022-03-09
403221.17913502455,2022-03-10
-780521.2805150151,2022-03-11
54975.19374999404,2022-03-14
141433.80408000946,2022-03-15
-299913.30640000105,2022-03-16
389442.5811549872,2022-03-17
1551181.9687300026,2022-03-18
717433.1452600062,2022-03-21
-740786.9898750037,2022-03-22
-673231.2611550093,2022-03-23
-407873.54202498496,2022-03-24
-1184755.1611199975,2022-03-25
2076622.3880050182,2022-03-28
472964.00806997716,2022-03-29
1604299.893995002,2022-03-30
1581376.328429997,2022-03-31
-12121.49086998403,2022-04-01
-942475.9734899998,2022-04-04
425917.3986199796,2022-04-05
