account_rewards,date
-241622.50905500352,2023-01-05
-657080.200515002,2023-01-06
-462081.35569001734,2023-01-09
366255.1626650095,2023-01-10
-106569.72769999504,2023-01-11
124419.59101000428,2023-01-12
-371751.01435501873,2023-01-13
959296.0648800135,2023-01-16
1412714.3291199952,2023-01-17
706822.6887599975,2023-01-18
1407541.2639750093,2023-01-19
-1531255.5242049992,2023-01-27
-650211.6885850132,2023-01-30
-2323140.157860011,2023-01-31
526221.8015400022,2023-02-01
-152236.68444998562,2023-02-02
226163.77089999616,2023-02-03
-1218034.8136700094,2023-02-06
-500287.13292498887,2023-02-07
-550616.4458200037,2023-02-08
-93488.2902700156,2023-02-09
-345440.3288499713,2023-02-10
-478930.91370001435,2023-02-13
394056.9148800075,2023-02-14
485314.01776500046,2023-02-15
-198762.43597000837,2023-02-16
1233281.1215050071,2023-02-17
-80441.0103200078,2023-02-20
-1585288.608679995,2023-02-21
-202687.04975499213,2023-02-22
-625953.7486000061,2023-02-23
-498027.5996749997,2023-02-24
318445.9909799993,2023-02-27
517038.1024750024,2023-02-28
-280549.13451500237,2023-03-01
-597950.6588400006,2023-03-02
-584414.6451149955,2023-03-03
687285.6199999973,2023-03-06
628023.6899999976,2023-03-07
126701.39936999977,2023-03-08
233986.31630000472,2023-03-09
33680.00357499719,2023-03-10
-312070.3600000143,2023-03-13
860469.2745100111,2023-03-14
-775455.8410100043,2023-03-15
-1055563.544664979,2023-03-16
-433730.9500000179,2023-03-17
74552.42062500864,2023-03-20
36234.52912000567,2023-03-21
425992.0140699893,2023-03-22
82197.41124500334,2023-03-23
-172648.122299999,2023-03-24
-90296.8777499944,2023-03-27
309359.3682599813,2023-03-28
107043.90667001903,2023-03-29
-156165.2199999988,2023-03-30
650164.6871799976,2023-03-31
-311297.7227500081,2023-04-03
183792.2159499973,2023-04-04
-209089.92980499566,2023-04-05
326923.70999999344,2023-04-06
-253909.28999999166,2023-04-07
