account_value,date,daily_return
68084516.64612006,2024-04-12,
64740104.48011004,2024-04-15,-0.04912147916674092
64722960.70692004,2024-04-16,-0.00026480916778970354
63377764.30272004,2024-04-17,-0.020783913305377877
61531269.830320045,2024-04-19,-0.029134736649597315
63142176.14641005,2024-04-22,0.02618028720246257
62271622.204190046,2024-04-23,-0.013787202078709093
63748860.87927004,2024-04-24,0.023722501884342995
63640017.08263005,2024-04-25,-0.0017073841812815793
64008287.14988504,2024-04-26,0.0057867688309516385
63526605.07037505,2024-05-02,-0.007525308064908254
63619687.833175056,2024-05-03,0.001465256370884127
64884853.13474504,2024-05-06,0.019886380217512656
64862349.47804505,2024-05-07,-0.00034682449929046566
65012455.682190046,2024-05-08,0.002314227057035767
64467557.804420054,2024-05-09,-0.008381438172920253
64410890.85664004,2024-05-10,-0.0008789994488689334
64247108.21228004,2024-05-13,-0.0025427787472235286
64380940.854915045,2024-05-14,0.0020830920855270385
65096323.737020046,2024-05-15,0.011111718353373323
65690657.11479505,2024-05-16,0.009130060557275499
65874902.10074504,2024-05-17,0.0028047365339642916
66050832.24789505,2024-05-20,0.0026706703393797326
66049539.71902004,2024-05-21,-1.9568699303529336e-05
65372896.462040044,2024-05-22,-0.010244481034364372
66199030.94731504,2024-05-23,0.012637262994071197
66101515.229865044,2024-05-24,-0.0014730686545487703
66224140.67448004,2024-05-27,0.0018551079228452672
66490311.01047005,2024-05-28,0.00401923427437656
66177523.32092004,2024-05-29,-0.004704259685305856
66016050.05820005,2024-05-30,-0.0024400015989862744
65845875.13219505,2024-05-31,-0.0025777810980053273
66729215.652685046,2024-06-03,0.013415274969260649
67127969.77898505,2024-06-04,0.005975705279910093
67238190.45397505,2024-06-05,0.0016419485849623605
67243293.17497505,2024-06-06,7.589021901921456e-05
67679239.19533004,2024-06-07,0.006483115263564043
68206329.01526006,2024-06-10,0.007788057699773754
68674956.51604004,2024-06-11,0.006870733369554793
70511435.96343005,2024-06-12,0.026741617913672355
70088056.27612504,2024-06-13,-0.0060044116464255115
69749318.52951504,2024-06-14,-0.004833030970005536
68877961.59543006,2024-06-17,-0.012492694587636133
68605135.01515006,2024-06-18,-0.0039610141467675275
69443500.31650504,2024-06-19,0.012220153800001299
69929273.49007504,2024-06-20,0.0069952288026375875
70625797.98331004,2024-06-21,0.009960413693327785
69036775.09950505,2024-06-24,-0.02249918484716451
68393676.64157504,2024-06-25,-0.009315302706464745
68844075.10945503,2024-06-26,0.006585381719429462
69131991.49591504,2024-06-27,0.004182152000767658
68292474.40773004,2024-06-28,-0.012143684421916379
67940470.14773005,2024-07-01,-0.005154363830755404
68110331.79846005,2024-07-02,0.002500154184400749
68901205.41487505,2024-07-03,0.011611654143092398
70329640.84026004,2024-07-04,0.02073164637373104
71168575.75198005,2024-07-05,0.011928610777715898
71198770.56050004,2024-07-08,0.0004242716423779047
70713358.06849505,2024-07-09,-0.006817708904011455
69718211.48631504,2024-07-10,-0.014072964562311996
69288769.90674505,2024-07-11,-0.006159675792232422
69426848.88059004,2024-07-12,0.0019928045198498445
69031012.74097005,2024-07-15,-0.005701485030680353
