,date,account_value
303,2021-12-14,133070788.20894997
304,2021-12-15,131256685.37106995
305,2021-12-16,130344817.52011997
306,2021-12-17,132252837.11012997
307,2021-12-20,131799018.21323997
308,2021-12-21,130248819.80633497
309,2021-12-22,128994353.46125996
310,2021-12-23,125299685.36724997
311,2021-12-24,126535735.54189497
312,2021-12-27,127639188.62693495
313,2021-12-28,127065330.53790995
314,2021-12-29,126671173.20782997
315,2021-12-30,129202991.83235496
316,2021-12-31,129107720.61642995
317,2022-01-04,132918128.98481998
318,2022-01-05,132113186.65506996
319,2022-01-06,132488419.51147997
320,2022-01-07,131155616.22917496
321,2022-01-10,128960363.37138996
322,2022-01-11,126762948.26014496
323,2022-01-12,129823554.94744998
324,2022-01-13,127961540.24915998
325,2022-01-14,127976734.28979497
326,2022-01-17,123195869.53416996
327,2022-01-18,119881091.11380997
328,2022-01-19,122227266.77256496
329,2022-01-20,122879682.31021996
330,2022-01-21,122524962.23227498
331,2022-01-24,118618250.71226995
332,2022-01-25,121026170.87517996
333,2022-01-26,121470560.45405997
334,2022-01-27,122422713.59867497
335,2022-01-28,124507456.87886499
336,2022-02-07,123311192.85991497
337,2022-02-08,121998836.16035497
338,2022-02-09,121751911.62685497
339,2022-02-10,120632644.93965995
340,2022-02-11,119728804.49153997
341,2022-02-14,116876969.78978996
342,2022-02-15,118536742.85322997
343,2022-02-16,118950983.82219997
344,2022-02-17,119501006.36662498
345,2022-02-18,119201953.92488997
346,2022-02-21,120424422.77325997
347,2022-02-22,119346725.09299998
348,2022-02-23,120024731.16923498
349,2022-02-24,117941156.12381497
350,2022-02-25,118637234.58660997
351,2022-02-28,118088377.69285497
352,2022-03-01,119185650.71383499
353,2022-03-02,117003070.53119496
354,2022-03-03,118681497.64259496
355,2022-03-04,119551502.00026497
356,2022-03-07,119217583.47431497
357,2022-03-08,118141925.68145496
358,2022-03-09,117436740.23643497
359,2022-03-10,118274297.69385996
360,2022-03-11,116725670.63864997
361,2022-03-14,114160633.32586497
362,2022-03-15,114309850.26675996
363,2022-03-16,115045758.51771498
364,2022-03-17,115088372.15385497
365,2022-03-18,115213311.95099495
366,2022-03-21,117131429.05452996
367,2022-03-22,117626016.80891997
368,2022-03-23,116929145.91158497
369,2022-03-24,116145445.02727497
370,2022-03-25,115569289.97834997
371,2022-03-28,113663215.58654496
372,2022-03-29,115052035.35086997
373,2022-03-30,115210413.15884997
374,2022-03-31,116036992.34431997
375,2022-04-01,117855166.40142997
376,2022-04-04,120008943.35362996
377,2022-04-05,118695034.84495498
378,2022-04-06,118771932.24696496
379,2022-04-07,117686556.13372497
380,2022-04-08,116831432.05303997
381,2022-04-12,114385715.89830996
382,2022-04-13,116003982.88821997
383,2022-04-14,114836558.16169499
384,2022-04-15,112561999.66116497
385,2022-04-18,109036470.06126496
386,2022-04-19,105782238.91192997
387,2022-04-20,105950523.62312996
388,2022-04-21,106485774.56865497
389,2022-04-22,106562476.80262497
390,2022-04-25,101239625.97306995
391,2022-04-26,104230877.94988498
392,2022-04-27,104310588.09328496
393,2022-04-28,103116766.82892498
394,2022-04-29,104154784.44165495
395,2022-05-04,101596012.20735995
396,2022-05-05,100916105.50239997
397,2022-05-06,97800189.45634995
398,2022-05-09,93994557.22368997
399,2022-05-10,96140879.00252995
400,2022-05-11,95852897.90590997
401,2022-05-12,91110211.05530997
402,2022-05-13,89170307.88885996
403,2022-05-16,90243708.41449997
404,2022-05-17,90108342.86161996
405,2022-05-18,90101441.92378496
406,2022-05-19,90083187.54891996
407,2022-05-20,90049907.66489494
408,2022-05-23,89813956.31986994
409,2022-05-24,89865297.91655496
410,2022-05-25,90078233.40692495
411,2022-05-26,90130347.03448494
412,2022-05-27,90353672.28132495
413,2022-05-30,90376129.81063996
414,2022-05-31,90192213.94969994
415,2022-06-01,90206113.39989996
416,2022-06-02,89685701.42456496
417,2022-06-03,89643518.44529495
418,2022-06-06,89764583.93496996
419,2022-06-07,89666712.57038496
420,2022-06-08,89819147.29017995
421,2022-06-09,89788313.68627496
422,2022-06-10,89358798.32539496
423,2022-06-13,87519054.09494495
424,2022-06-14,86664947.24103996
425,2022-06-15,85587733.18142495
426,2022-06-16,86738618.09668496
427,2022-06-17,85215257.59780994
428,2022-06-20,83935631.28672494
429,2022-06-21,83969595.79424995
430,2022-06-22,84461481.97737995
431,2022-06-23,84392855.87307994
432,2022-06-24,84385879.80081493
433,2022-06-27,84469587.75752993
434,2022-06-28,84475107.44054991
435,2022-06-29,84506112.6661849
436,2022-06-30,84334609.1976549
437,2022-07-01,84423670.15460491
438,2022-07-04,84479239.24100491
439,2022-07-05,84417751.92598991
440,2022-07-06,84121072.3167199
441,2022-07-07,84492363.2497749
442,2022-07-08,84731307.7476899
443,2022-07-11,84420574.6296149
444,2022-07-12,84646343.0774649
445,2022-07-13,84610381.4904299
446,2022-07-14,84805167.2113949
447,2022-07-15,85005244.78878489
448,2022-07-18,84703067.4592349
449,2022-07-19,84423170.41631989
450,2022-07-20,84895259.74795988
451,2022-07-21,85081376.77312988
452,2022-07-22,84602591.8512649
453,2022-07-25,84379093.2889699
454,2022-07-26,84198342.6672399
455,2022-07-27,84164785.58477491
456,2022-07-28,84756494.22898489
457,2022-07-29,84857747.3669749
458,2022-08-01,86882934.9239749
459,2022-08-02,87450505.47666492
460,2022-08-03,88300533.26935992
461,2022-08-04,88768813.2044149
462,2022-08-05,88817232.1376049
463,2022-08-08,88967381.2037049
464,2022-08-09,89232632.4317199
465,2022-08-10,88829574.08692491
466,2022-08-11,88266346.0516399
467,2022-08-12,89206549.12811491
468,2022-08-15,89301928.09985492
469,2022-08-16,89627940.8044599
470,2022-08-17,89763763.27900991
471,2022-08-18,89980887.01185991
472,2022-08-19,89560479.1914749
473,2022-08-22,88618423.19762993
474,2022-08-23,89640792.3851499
475,2022-08-24,90276081.9594699
476,2022-08-25,91046889.47561492
477,2022-08-26,90179432.9198599
478,2022-08-29,89035639.8901349
479,2022-08-30,89886941.6391449
480,2022-08-31,89424786.60185489
481,2022-09-05,89992275.1620399
482,2022-09-06,89716492.52786489
483,2022-09-07,86993449.8113899
484,2022-09-08,86217307.65499991
485,2022-09-09,87300303.51603492
486,2022-09-12,86929092.03143491
487,2022-09-13,86655736.8378849
488,2022-09-14,86366539.08222492
489,2022-09-15,86290886.1608599
490,2022-09-16,85301073.73734991
491,2022-09-19,83271383.7138349
492,2022-09-20,84781228.57935491
493,2022-09-21,84446755.6764349
494,2022-09-22,84866487.5855999
495,2022-09-23,83962563.2248449
496,2022-09-26,81802482.0353999
497,2022-09-27,81295536.3507249
498,2022-09-28,79783965.98916492
499,2022-09-29,77985384.6999149
500,2022-09-30,78207165.83385488
501,2022-10-03,74858002.7003699
502,2022-10-04,74105533.7735149
503,2022-10-05,76694174.9927599
504,2022-10-06,73943916.70183991
505,2022-10-07,72194083.1879449
506,2022-10-10,73494236.06008491
507,2022-10-11,70553776.46311991
508,2022-10-12,73223533.93752989
509,2022-10-13,74634527.13233991
510,2022-10-14,75209644.0980799
511,2022-10-17,73433689.8351349
512,2022-10-18,74192724.26490991
513,2022-10-19,73883599.3568099
514,2022-10-20,73388647.1052249
515,2022-10-21,69593729.82524991
516,2022-10-24,67791366.7265799
517,2022-10-25,68847604.98292491
518,2022-10-26,68147064.8634999
519,2022-10-27,70494905.1715399
520,2022-10-28,70491030.2659549
521,2022-10-31,70184722.1732499
522,2022-11-01,70678491.3699199
523,2022-11-02,70139958.32391989
524,2022-11-03,69861553.2361799
525,2022-11-04,67868570.3837899
526,2022-11-07,65197477.27501991
527,2022-11-08,66000263.9626949
528,2022-11-09,66008785.060439914
529,2022-11-10,63049340.6010649
530,2022-11-11,64187688.9625499
531,2022-11-14,64092926.4351549
532,2022-11-15,63785100.40153991
533,2022-11-16,67709190.0119899
534,2022-11-17,71398965.24878989
535,2022-11-18,72905157.75660491
536,2022-11-21,71802240.47658491
537,2022-11-22,70730770.7809399
538,2022-11-23,69129658.6362149
539,2022-11-24,70303213.0353749
540,2022-11-25,74296983.54949991
541,2022-11-28,76603778.2510249
542,2022-11-29,79982716.4607699
