account_rewards,date
76039.52415502071,2020-12-29
232803.17439499497,2020-12-30
151183.5615900159,2020-12-31
576791.5623650104,2021-01-04
-69214.95246000588,2021-01-05
838819.9230450094,2021-01-06
901604.5775600076,2021-01-07
824415.3903950006,2021-01-08
153633.65293999016,2021-01-11
-1344225.4448849857,2021-01-12
-758003.4061600119,2021-01-13
748398.1062250137,2021-01-14
308549.7558699846,2021-01-15
-5721771.174364984,2021-01-18
440063.848179996,2021-01-19
1668172.5807449818,2021-01-20
696707.6422750056,2021-01-21
1306024.2030400187,2021-01-22
-1975308.567929998,2021-01-25
-3750168.7071399987,2021-01-26
-6643191.589195028,2021-01-27
3060382.388834998,2021-01-28
-2614488.834284976,2021-01-29
-133660.81858499348,2021-02-01
310100.804004997,2021-02-02
-77957.67021998763,2021-02-03
301788.48922500014,2021-02-04
-1908714.3837250024,2021-02-05
1395924.208770007,2021-02-08
1475605.699639991,2021-02-09
1175078.4107500166,2021-02-17
-331594.69958500564,2021-02-18
-57379.8190599978,2021-02-19
-602290.9216299951,2021-02-22
-1369605.9674050063,2021-02-23
-243341.9107300043,2021-02-24
403942.8844600022,2021-02-25
979430.5836850107,2021-02-26
-336017.11167500913,2021-03-01
-617848.449605003,2021-03-02
-1698237.1944250017,2021-03-03
295223.0883450061,2021-03-04
-898580.9323900044,2021-03-05
-785075.3994299918,2021-03-08
785119.5518649817,2021-03-09
652069.2578000277,2021-03-10
-56533.380000025034,2021-03-11
700213.4713700116,2021-03-12
72821.26834999025,2021-03-15
279014.8400000185,2021-03-16
1329615.7846349925,2021-03-17
-656986.4550399929,2021-03-18
-506175.2800000161,2021-03-19
-1228900.5162549913,2021-03-22
-1903929.8782549948,2021-03-23
500071.06236998737,2021-03-24
-307981.72292497754,2021-03-25
865814.2799999863,2021-03-26
1971994.669999987,2021-03-29
2149903.4460050017,2021-03-30
1023571.0100000203,2021-03-31
1058771.2685449868,2021-04-01
