account_rewards,date
984781.2061249912,2021-10-05
-77993.53831000626,2021-10-06
1138310.7357549965,2021-10-07
833532.56641002,2021-10-08
-205653.09245999157,2021-10-11
-319281.0793250054,2021-10-12
-285150.8885049969,2021-10-13
104565.88777001202,2021-10-14
763850.1825849861,2021-10-15
-326987.1849299967,2021-10-18
-753716.8418450058,2021-10-19
-1538930.1848450154,2021-10-20
161842.46794001758,2021-10-21
329007.1917800009,2021-10-22
608416.6912899911,2021-10-25
3056990.2167949975,2021-10-26
1309039.6181650162,2021-10-27
-185529.31905001402,2021-10-28
-1322709.1274150014,2021-10-29
273560.93406000733,2021-11-01
-627950.477455005,2021-11-02
-743537.240290001,2021-11-03
1008742.8100000173,2021-11-04
607114.0120349973,2021-11-05
-1149978.2375749946,2021-11-08
323202.00783999264,2021-11-09
-539600.1139849871,2021-11-10
-93590.45258000493,2021-11-11
-8552.663245007396,2021-11-12
-554026.4441450089,2021-11-15
736153.2750150114,2021-11-16
-1709415.3694299906,2021-11-17
-2074233.420865029,2021-11-18
-302519.7517749667,2021-11-19
1368366.7874899954,2021-11-22
1295243.1450049877,2021-11-23
614468.8516349941,2021-11-24
529471.0740600079,2021-11-25
-584362.744595021,2021-11-26
-1366023.9704649597,2021-11-29
633819.7392749786,2021-11-30
133010.406340003,2021-12-01
-2009749.3607200086,2021-12-02
-1794338.7442750037,2021-12-03
2365489.8664299995,2021-12-06
172992.95747500658,2021-12-07
895163.0819900036,2021-12-08
-1487776.208770007,2021-12-09
400822.2818399966,2021-12-10
72114.28886002302,2021-12-13
-424317.6318050176,2021-12-14
107331.23318500817,2021-12-15
-355190.4290550053,2021-12-16
-850867.3088400066,2021-12-17
-1234214.1344200075,2021-12-20
634030.69220002,2021-12-21
-1461182.6385150105,2021-12-22
1251181.2534000278,2021-12-23
1042436.1926799715,2021-12-24
202634.33069500327,2021-12-27
-1493707.2796399891,2021-12-28
-206083.64591999352,2021-12-29
