account_rewards,date
-614231.8067100197,2024-07-16
-1285549.0075699985,2024-07-17
-737087.6180849969,2024-07-18
-719325.7491550073,2024-07-19
-108068.11308497936,2024-07-22
151982.309149988,2024-07-23
-314502.40979999304,2024-07-24
826950.1149999946,2024-07-25
361754.7702900097,2024-07-26
71710.04691497982,2024-07-29
69541.57395000756,2024-07-30
-1460921.849699989,2024-07-31
238104.55455999076,2024-08-01
-2149749.827425003,2024-08-02
1040169.4112000093,2024-08-05
736421.137579985,2024-08-06
-666326.1691999882,2024-08-07
351288.2744999975,2024-08-08
-155072.91124999523,2024-08-09
-167023.60721000284,2024-08-12
64231.009999997914,2024-08-13
-309490.6700000018,2024-08-14
952914.6400000006,2024-08-15
240760.41999999434,2024-08-16
468215.04000000656,2024-08-19
540589.0600000024,2024-08-20
-457821.07000000775,2024-08-21
205689.24981500208,2024-08-22
342056.2280600071,2024-08-23
2074198.0301000103,2024-08-26
-523585.9656200111,2024-08-27
373815.8831599951,2024-08-28
11437.831700012088,2024-08-29
-617832.0354600102,2024-08-30
417912.00999999046,2024-09-04
-10441.810000002384,2024-09-05
-994521.5566999912,2024-09-06
-971640.6899999976,2024-09-09
334483.4799999893,2024-09-10
-104449.24999999255,2024-09-11
8473.36849000305,2024-09-12
-937771.3999999985,2024-09-13
1104286.7799999937,2024-09-16
-7314.7099999934435,2024-09-17
415565.1866250038,2024-09-18
-138048.10000000894,2024-09-19
40468.40000002086,2024-09-20
897985.119999975,2024-09-23
726653.8400000185,2024-09-24
-30219.018005013466,2024-09-25
403935.200000003,2024-09-26
-481218.5,2024-09-27
486726.0,2024-09-30
-344278.10000000894,2024-10-01
-565035.6999999881,2024-10-02
-736832.3500000089,2024-10-03
355204.25,2024-10-04
179716.29999999702,2024-10-07
1125287.900000006,2024-10-08
-596762.400000006,2024-10-09
494868.7211000025,2024-10-10
322001.6710000038,2024-10-11
