account_value,date,daily_return
72690815.22533004,2023-01-05,
72449192.71627504,2023-01-06,-0.003323975777490107
71792112.51576003,2023-01-09,-0.009069531017250276
71330031.16007002,2023-01-10,-0.006436380536769648
71696286.32273503,2023-01-11,0.005134655862452986
71589716.59503503,2023-01-12,-0.0014864051287158953
71714136.18604504,2023-01-13,0.0017379533950918624
71342385.17169002,2023-01-16,-0.005183789893119517
72301681.23657003,2023-01-17,0.013446369399781055
73714395.56569003,2023-01-18,0.019539162920674258
74421218.25445002,2023-01-19,0.009588665596940604
75828759.51842503,2023-01-27,0.018913171498517345
74297503.99422003,2023-01-30,-0.020193598496529908
73647292.30563502,2023-01-31,-0.00875146073057309
71324152.14777501,2023-02-01,-0.031544135366430304
71850373.94931501,2023-02-02,0.0073778907381854
71698137.26486503,2023-02-03,-0.002118801560551109
71924301.03576502,2023-02-06,0.0031543883778251125
70706266.22209501,2023-02-07,-0.016934955169940813
70205979.08917002,2023-02-08,-0.007075569955193761
69655362.64335002,2023-02-09,-0.007842871119575934
69561874.35308,2023-02-10,-0.0013421549572384395
69216434.02423003,2023-02-13,-0.0049659433714593915
68737503.11053002,2023-02-14,-0.0069193237191670365
69131560.02541003,2023-02-15,0.005732779007790789
69616874.04317503,2023-02-16,0.007020151398096974
69418111.60720502,2023-02-17,-0.002855089929012622
70651392.72871003,2023-02-20,0.01776598488422443
70570951.71839002,2023-02-21,-0.0011385622733424139
68985663.10971002,2023-02-22,-0.022463755554920306
68782976.05995503,2023-02-23,-0.002938103956943272
68157022.31135502,2023-02-24,-0.00910041676670681
67658994.71168002,2023-02-27,-0.007307062174751522
67977440.70266002,2023-02-28,0.004706632020428536
68494478.80513503,2023-03-01,0.0076060248389842045
68213929.67062002,2023-03-02,-0.004095937941409278
67615979.01178002,2023-03-03,-0.008765814573757691
67031564.36666503,2023-03-06,-0.00864314402684574
67718849.98666503,2023-03-07,0.010253163960795009
68346873.67666502,2023-03-08,0.009273986343885987
68473575.07603502,2023-03-09,0.0018537994871483665
68707561.39233503,2023-03-10,0.003417176860419202
68741241.39591002,2023-03-13,0.0004901935520993383
68429171.03591001,2023-03-14,-0.004539783595158942
69289640.31042002,2023-03-15,0.012574597375415442
68514184.46941002,2023-03-16,-0.011191512000003678
67458620.92474504,2023-03-17,-0.015406496520968815
67024889.97474502,2023-03-20,-0.006429585189473008
67099442.39537003,2023-03-21,0.0011123094816432033
67135676.92449003,2023-03-22,0.0005400123730761042
67561668.93856002,2023-03-23,0.006345240468031976
67643866.34980503,2023-03-24,0.0012166278976879497
67471218.22750503,2023-03-27,-0.0025523100853991343
67380921.34975503,2023-03-28,-0.001338302169756611
67690280.71801502,2023-03-29,0.004591201219321217
67797324.62468503,2023-03-30,0.0015813777921227512
67641159.40468504,2023-03-31,-0.0023034127211435385
68291324.09186503,2023-04-03,0.009611968406546323
67980026.36911502,2023-04-04,-0.004558378782219097
68163818.58506502,2023-04-05,0.0027036208393338423
67954728.65526003,2023-04-06,-0.0030674620956580023
68281652.36526002,2023-04-07,0.004810904501708846
68027743.07526003,2023-04-10,-0.0037185580782631567
