account_rewards,date
2632839.022560701,2019-01-03
286889.6617331505,2019-01-04
735604.2507897615,2019-01-07
344970.21541400254,2019-01-08
255592.20334421098,2019-01-09
-45626.881689339876,2019-01-10
-128144.79864795506,2019-01-11
1138573.0709533542,2019-01-14
1619000.334205091,2019-01-15
-131123.6099061817,2019-01-16
1898966.6116028875,2019-01-17
-725072.820650056,2019-01-18
239084.99720092118,2019-01-22
-412387.8690339476,2019-01-23
812446.6798451096,2019-01-24
-1016584.0923018903,2019-01-25
313749.76172317564,2019-01-28
1336752.97372818,2019-01-29
408216.19162103534,2019-01-30
-181697.64308093488,2019-01-31
599908.7617511153,2019-02-01
821916.1423810422,2019-02-04
-260698.88631884754,2019-02-05
-818398.3457710147,2019-02-06
91094.86230367422,2019-02-07
-527090.4848950803,2019-02-08
1406209.4100512117,2019-02-11
596745.5064156055,2019-02-12
-531190.2335000038,2019-02-13
-183492.83012478054,2019-02-14
-116409.01217254996,2019-02-15
396917.1033106297,2019-02-19
-567681.4482408315,2019-02-20
479182.6225941926,2019-02-21
-128164.81978465617,2019-02-22
-245188.83259254694,2019-02-25
-1221680.196004197,2019-02-26
-905408.9597598016,2019-02-27
733658.6331597418,2019-02-28
-1158165.944235608,2019-03-01
371869.34242516756,2019-03-04
-669166.9707809687,2019-03-05
-792005.8620287925,2019-03-06
131236.59007944167,2019-03-07
42570.35868252814,2019-03-08
-1072016.3580922633,2019-03-11
924825.9783276916,2019-03-12
279379.2345249206,2019-03-13
110020.7181507498,2019-03-14
779362.1544863433,2019-03-15
-200058.65709911287,2019-03-18
-1091906.197111994,2019-03-19
963344.0383848399,2019-03-20
-2484984.151100099,2019-03-21
-486748.5489465296,2019-03-22
1197536.1561862826,2019-03-25
-346978.01768006384,2019-03-26
584021.411675334,2019-03-27
760387.1824965626,2019-03-28
795771.5917323381,2019-03-29
-269652.09920604527,2019-04-01
-36578.91917908192,2019-04-02
