account_value,date,daily_return
114260127.22639017,2017-10-02,
114638979.71377866,2017-10-03,0.0033157016063691813
114796684.76912294,2017-10-04,0.0013756669479965122
115167719.49899794,2017-10-05,0.0032321031798192568
115305977.45758505,2017-10-06,0.0012004922836759135
115259674.91476938,2017-10-09,-0.0004015623806901125
115657004.34929132,2017-10-10,0.0034472545130441734
115831585.06601289,2017-10-11,0.0015094694671005104
115541404.73787451,2017-10-12,-0.002505191722732669
115708235.09671715,2017-10-13,0.0014439010778961592
116251384.97311334,2017-10-16,0.004694133273592804
117480110.1570202,2017-10-17,0.010569553078365823
117662799.87844105,2017-10-18,0.0015550693745236543
117486305.71089248,2017-10-19,-0.0014999997257494346
117788219.72158825,2017-10-20,0.0025697804426561
117231212.66964813,2017-10-23,-0.004728885904351943
117901857.38275495,2017-10-24,0.005720700979155335
117788516.52390487,2017-10-25,-0.0009613152953318327
117975755.86079334,2017-10-26,0.0015896230160132863
118018081.15391909,2017-10-27,0.00035876263573753064
117898507.9245667,2017-10-30,-0.0010131772028765251
117928160.87734133,2017-10-31,0.00025151253647415217
118025063.7213943,2017-11-01,0.000821710805392506
118204755.88138117,2017-11-02,0.0015224915312144205
118130110.23820242,2017-11-03,-0.0006314944151117885
118264241.74557604,2017-11-06,0.001135455703064503
118419603.97408663,2017-11-07,0.0013136872668986221
118196711.92278609,2017-11-08,-0.0018822225697471273
117923271.63572164,2017-11-09,-0.0023134339578166907
117721460.61280628,2017-11-10,-0.0017113757116473671
116962199.4608129,2017-11-13,-0.006449640940921042
116530980.22040841,2017-11-14,-0.003686825678658412
115994578.55808564,2017-11-15,-0.004603082041429785
116516096.07491323,2017-11-16,0.004496050792291539
116341321.95458432,2017-11-17,-0.0014999997958784483
116389628.60255429,2017-11-20,0.0004152148794460686
117007147.6996537,2017-11-21,0.005305619620181945
116362592.38911541,2017-11-22,-0.00550868321474518
116641789.79867245,2017-11-24,0.0023993742647414606
116497427.98268373,2017-11-27,-0.001237650898857856
117770386.28491093,2017-11-28,0.010926921943859691
118852153.90907224,2017-11-29,0.009185395907119531
120789956.90633407,2017-11-30,0.016304315349171983
119820771.06360371,2017-12-01,-0.008023728690307541
120165900.24024072,2017-12-04,0.0028803785318141095
119595862.55237788,2017-12-05,-0.004743755813614303
119702712.0391755,2017-12-06,0.00089342126489389
119868017.01028427,2017-12-07,0.0013809626222560656
120465799.45087291,2017-12-08,0.004987005337189654
120508343.25193977,2017-12-11,0.0003531608245725959
120647299.42987332,2017-12-12,0.0011530834644621901
121196491.51809987,2017-12-13,0.004552046260644094
120575452.09124474,2017-12-14,-0.005124236016043282
120950555.21626087,2017-12-15,0.0031109410623006983
121207022.75001946,2017-12-18,0.0021204328768895664
120963654.56010295,2017-12-19,-0.0020078720225513713
120646081.77790135,2017-12-20,-0.0026253570409764393
120331507.30340645,2017-12-21,-0.0026074155899568074
120054997.38081712,2017-12-22,-0.0022979012628183693
119775615.53288367,2017-12-26,-0.0023271155222904794
119901166.03659114,2017-12-27,0.0010482142224765845
120041571.7146186,2017-12-28,0.0011710117813583665
119472902.69588907,2017-12-29,-0.004737267353358665
