date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2017-04-03,0,0,0,0,0,-19394,0,0,-476,0,0,-50000,50000,0,0,-50000,42994,19053,0,0,0,-50000,0,0,0,14830,25547,-16693,0
2017-04-04,0,0,0,0,1,0,0,0,0,0,0,-50000,-12556,0,0,-25524,-4858,46557,50000,1,0,0,0,0,0,-14830,50000,-38472,0
2017-04-05,0,0,-9051,0,-1,0,0,0,0,0,0,-13195,-37444,0,0,0,10012,-13593,0,-1,0,-50000,0,0,0,50000,50000,0,0
2017-04-06,50000,50000,0,0,1,0,0,0,0,-30328,0,0,0,0,0,44416,-31800,0,0,0,0,50000,0,50000,0,-17731,-50000,-50000,8555
2017-04-07,0,-50000,-44560,0,0,50000,0,0,0,0,50000,-22488,3,0,0,-36949,-16348,21299,0,0,0,-12520,0,50000,0,0,-7133,1,-8555
2017-04-10,0,0,50000,0,-1,-17263,0,50000,0,11226,-50000,0,1,0,0,-8371,0,-50000,0,0,0,-50000,0,0,0,0,0,-50000,0
2017-04-11,-30865,0,-50000,0,0,-1523,0,0,0,-11226,0,0,0,0,0,-12937,0,50000,-21662,0,1,50000,42423,-10128,0,0,0,50000,50000
2017-04-12,9641,48036,-49117,39811,0,-21601,0,-22032,0,0,0,0,-4,0,0,-6766,0,0,0,0,-1,50000,-42423,-27109,50000,50000,0,-1143,-22738
2017-04-13,0,0,0,-12096,50000,-31684,50000,10515,0,0,0,0,50000,0,0,-50000,0,50000,0,0,0,50000,0,0,-44457,-11045,-4741,-24805,-27262
2017-04-17,-28776,-34657,0,-27715,2,-8535,0,0,18467,0,0,0,-2093,0,0,-4845,0,50000,0,0,0,1,0,-27955,-5543,0,50000,0,0
2017-04-18,50000,-13379,0,0,50000,0,50000,50000,-18467,0,22640,0,30628,0,0,-50000,0,-50000,-4234,0,14857,-18111,0,-34808,0,-9354,-50000,50000,0
2017-04-19,0,0,0,0,1,0,0,-50000,0,0,0,0,-21991,0,0,0,0,37498,-24104,0,0,0,0,0,0,0,50000,50000,0
2017-04-20,0,0,0,0,0,0,-50000,0,0,0,-22640,0,0,0,0,-13486,0,0,0,0,0,0,0,0,0,16943,50000,50000,50000
2017-04-21,-34036,0,0,0,4,0,-21089,0,15070,0,0,50000,0,50000,0,0,0,-50000,50000,0,-14857,50000,0,0,0,-40644,-50000,50000,-39729
2017-04-24,0,0,0,0,-45860,0,-28911,0,24935,0,0,-47296,0,0,0,-30945,50000,-16345,-50000,50000,0,-7815,0,0,0,0,50000,50000,-10271
2017-04-25,-4841,0,33623,50000,0,0,50000,-38483,-40005,0,50000,-2704,-36091,-2728,0,-9868,-22374,0,0,-47623,0,50000,0,0,0,-38169,1,-49186,0
2017-04-26,0,0,-33623,-15130,0,0,332,0,0,0,-6692,0,-20453,0,0,-50000,-26156,-1392,0,-2377,0,50000,50000,0,50000,0,50000,-23097,0
2017-04-27,-11123,0,0,-34870,0,0,-15024,0,0,0,-14224,50000,0,47029,0,1,0,-48291,50000,0,50000,-46322,0,0,0,0,-50000,0,0
2017-04-28,0,0,0,0,-16326,0,-35308,0,0,0,0,-50000,0,-18540,0,-50000,-1470,-44786,50000,0,50000,-48004,-41838,50000,47110,0,50000,2,50000
2017-05-01,0,0,0,0,-37821,0,0,0,0,0,29460,0,50000,-17406,0,26968,0,0,47900,6039,0,50000,-8162,-15009,-50000,25347,-3907,26642,0
2017-05-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-30329,42074,0,-9531,-6039,-8862,-50000,0,0,0,-3503,-39393,0,0
2017-05-03,50000,0,0,0,0,35675,0,50000,0,0,-50000,0,1,-44371,0,50000,-41226,0,0,50000,50000,50000,0,50000,-20907,-21844,-18563,-50000,-15381
2017-05-04,0,0,0,0,0,0,0,0,0,0,-8544,0,-36805,0,0,0,0,19750,2,-50000,-50000,-50000,0,-22914,50000,50000,-28804,-26154,-34619
2017-05-05,-33139,0,0,0,0,-35675,0,-4569,0,0,0,0,50000,49578,0,0,4245,0,0,50000,-50000,50000,50000,-50000,-16056,-50000,0,50000,50000
2017-05-08,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,0,-50000,0,32381,50000,-7597,2,0,-50000,0,-1866,0,50000,0,-8848
2017-05-09,0,0,0,0,0,0,0,-45431,0,0,0,0,0,-13188,0,0,0,0,-26958,16660,-21253,0,0,50000,-20218,50000,0,50000,0
2017-05-10,0,0,0,0,0,0,0,0,0,243,0,0,-13197,-16648,0,50000,-5093,50000,-16994,-24870,1,1,0,50000,-38063,0,0,-50000,-17763
2017-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41591,0,0,-10419,-34193,-19888,0,0,0,0,50000,29063,50000,-23389
2017-05-12,1,0,0,0,0,0,0,0,0,-243,0,0,0,15996,0,0,0,-40280,0,50000,0,50000,0,0,0,-38977,50000,50000,0
