account_rewards,date
53240.76158298552,2018-01-02
720245.9816707522,2018-01-03
517369.6524384618,2018-01-04
-136651.17943006754,2018-01-05
232156.27120271325,2018-01-08
-194304.08264534175,2018-01-09
496332.3184725493,2018-01-10
672992.3804987669,2018-01-11
-177139.87212391198,2018-01-12
845404.0393705219,2018-01-16
-354915.4761572331,2018-01-17
620491.2867331356,2018-01-18
995077.3590153456,2018-01-19
-767605.8454944342,2018-01-22
-185014.0738721043,2018-01-23
411549.8495540172,2018-01-24
1522582.262527734,2018-01-25
-180838.00893588364,2018-01-26
-977435.0020082742,2018-01-29
-211788.14571228623,2018-01-30
-138790.24888697267,2018-01-31
-2610767.657794878,2018-02-01
-5656345.958484739,2018-02-02
-172973.80589298904,2018-02-05
0.0,2018-02-06
-1480248.3999171108,2018-02-07
1225263.196953386,2018-02-08
2076434.3527644575,2018-02-09
-252707.82331728935,2018-02-12
377010.7011798173,2018-02-13
964715.4163744599,2018-02-14
-409629.3547732383,2018-02-15
-853966.7620185167,2018-02-16
-670902.7557208687,2018-02-20
1058293.6435503215,2018-02-21
1960510.6791173965,2018-02-22
1019319.9278720319,2018-02-23
-1971643.828354001,2018-02-26
-1494721.0017358214,2018-02-27
-1351066.9966100305,2018-02-28
-2428213.1232795715,2018-03-01
1508843.1688493192,2018-03-02
18437.162508010864,2018-03-05
61101.88711053133,2018-03-06
919715.0254672915,2018-03-07
2051296.2099214345,2018-03-08
115681.85698074102,2018-03-09
-521123.5222517997,2018-03-12
-583516.7162922174,2018-03-13
1395975.939265266,2018-03-14
579852.6744798124,2018-03-15
-2151723.2462346107,2018-03-16
229416.93053673208,2018-03-19
-85358.36920234561,2018-03-20
-1980937.055351898,2018-03-21
-1879991.0028389394,2018-03-22
3151550.9316463917,2018-03-23
-1273038.0485560298,2018-03-26
-52680.6977211982,2018-03-27
426969.09186172485,2018-03-28
-966937.0713806152,2018-03-29
1991538.7808462977,2018-04-02
