date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2016-12-30,1,0,0,0,0,0,0,0,0,16007,0,0,50000,0,0,1,-50000,0,0,-48868,50000,50000,0,0,0,0,50000,50000,-50000
2017-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18051,-50000,0,50000,0,-50000,50000,0,0,50000,0,-50000,50000,-50000
2017-01-04,0,0,0,0,0,0,0,0,50000,0,0,0,16779,0,0,0,-50000,0,50000,-26335,-50000,50000,0,0,0,0,0,50000,-50000
2017-01-05,2,0,0,0,0,0,0,0,-3672,50000,0,2169,50000,0,0,50000,-50000,0,-19745,-3809,-12319,50000,0,0,-38191,0,0,50000,-50000
2017-01-06,37591,0,0,0,0,0,0,0,1,14001,0,50000,50000,0,0,50000,-50000,0,0,-50000,-40750,50000,0,0,-11809,0,50000,-50000,-50000
2017-01-09,0,0,0,0,0,0,0,0,-716,0,0,16785,0,1,0,50000,-42256,0,-7419,-26449,0,50000,0,0,50000,0,-50000,-50000,-50000
2017-01-10,-37596,0,0,0,0,0,0,0,-45613,0,0,50000,8354,-1,0,50000,0,0,-28539,0,0,50000,0,0,-19263,0,0,0,50000
2017-01-11,3,0,0,0,0,0,0,0,0,0,0,-7738,-14320,14480,0,0,0,0,-50000,0,50000,50000,0,0,-14933,0,0,50000,-1013
2017-01-12,-3,0,0,0,0,0,0,0,0,25643,0,-32934,-37545,50000,0,4,0,0,0,0,0,50000,0,0,-15804,0,0,-46327,-50000
2017-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19084,42126,0,0,0,0,0,0,0
2017-01-17,0,0,0,0,0,0,0,0,0,0,0,-2200,0,-3029,0,47082,0,0,0,0,0,0,0,0,0,0,0,-50000,0
2017-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18484,50000,0,0,0,0,0,50000,-50000
2017-01-19,0,0,0,0,0,0,0,0,41713,0,0,-42826,-31466,1,0,50000,0,0,-50000,0,50000,50000,0,0,0,0,0,1,-50000
2017-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,50000,8914,0,0,0,0,0,0,-4557
2017-01-23,0,0,846,0,0,0,0,0,-16294,0,0,50000,50000,-50000,0,50000,0,0,-46902,0,50000,50000,0,0,0,0,1,-33685,-50000
2017-01-24,0,0,0,0,0,50000,0,0,-25419,25386,0,0,0,-11452,0,2,0,0,-50000,0,-48356,50000,0,0,0,0,-1,50000,-35998
2017-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27663,0,0,14718,0,0,0,0,0,50000,-210
2017-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,-9569,5,0,0,14536,0,0,50000,-5504
2017-01-27,0,0,0,0,0,0,0,0,14476,0,0,0,-8510,1,0,0,0,0,-50000,0,50000,50000,0,0,0,0,0,0,-48082
2017-01-30,50000,0,0,0,0,-5793,0,0,-14476,-44537,0,0,-44862,32251,0,0,0,0,-50000,0,50000,50000,0,0,50000,0,0,-10973,0
2017-01-31,-34559,0,40482,0,0,-32439,0,0,0,0,0,0,0,-32252,0,2,0,0,-21825,0,-50000,50000,0,0,0,0,50000,50000,0
2017-02-01,0,0,0,0,0,50000,0,0,0,2755,0,1,-28507,0,0,1,0,0,-43842,0,-50000,50000,0,0,0,0,0,-10907,0
2017-02-02,0,0,0,0,0,-26801,0,0,0,-1466,0,0,0,0,0,50000,0,0,0,0,-50000,50000,0,0,18092,0,4,-25553,0
2017-02-03,-15441,0,0,0,0,-10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29960,5,0,0,35283,0,-50000,-41793,0
2017-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5010,0,0,0,0,0,0,-12538,0
2017-02-07,0,0,-41328,0,0,0,0,0,0,14255,0,50000,0,0,0,2,0,0,0,0,0,50000,0,0,-24245,0,-4,1,0
2017-02-08,0,0,0,0,0,-24593,0,0,0,0,0,0,-8488,0,0,0,0,0,0,0,0,0,0,0,19205,0,0,-29092,0
2017-02-09,0,0,0,0,0,0,0,0,0,0,0,-5274,0,0,0,0,0,0,0,0,0,0,0,0,-5231,0,11550,50000,0
2017-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,0,0,10894,0,0,50000,0
2017-02-13,0,0,0,0,0,0,0,0,0,0,0,0,-47917,0,0,0,0,0,0,0,-25225,4,0,0,25460,0,0,-50000,0
2017-02-14,0,0,0,0,0,0,0,0,0,0,0,15090,0,1,0,0,0,0,0,0,-50000,50000,0,0,0,0,-11550,0,0
2017-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,50000,0,0,0,-50000,0,6491,0,0
2017-02-16,0,0,50000,0,0,50000,0,0,7911,-37277,0,0,-3518,-1,0,0,0,0,0,-19878,-33153,50000,0,0,-21892,0,-6491,0,0
2017-02-17,0,0,0,0,0,-39914,0,0,1,22730,0,50000,0,0,0,0,0,0,0,-22794,-22105,50000,0,0,-45472,0,0,1,0
2017-02-21,0,0,0,0,0,-10086,0,0,0,8973,0,0,0,0,0,0,0,0,0,-7328,-9316,50000,0,0,-16541,0,0,50000,0
2017-02-22,0,0,-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,50000,0,0,50000,0
2017-02-23,0,0,0,0,0,0,0,0,0,0,0,-2074,0,0,0,0,0,0,0,26832,0,50000,0,0,-10077,0,0,-50000,0
2017-02-24,0,0,0,0,0,0,0,0,-7912,46832,0,0,0,0,0,1,0,0,0,-26832,-39647,50000,0,0,-50000,0,0,50000,0
