date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2018-01-02,-10825,-50000,-16264,-10741,0,0,0,0,0,0,21488,0,-50000,0,0,50000,50000,-50000,-50000,50000,50000,-50000,-10183,0,0,50000,2,0,-4189
2018-01-03,0,-32296,0,-39259,0,0,0,0,0,50000,0,0,-50000,14351,0,0,0,-3607,-50000,50000,-50000,-11339,50000,0,0,-23253,0,-35206,-10400
2018-01-04,-50000,-31023,0,0,0,0,0,0,0,0,0,0,-50000,0,0,1,50000,-10207,-50000,50000,3938,0,-50000,0,0,0,0,-14794,50000
2018-01-05,0,0,0,0,0,0,0,0,0,0,347,50000,-37978,0,0,2,50000,-10356,-50000,0,-41694,1,-30513,0,0,-26747,0,0,0
2018-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5895,-18322,46234,0,-3416,-50000,0,0,0,50000,0,0
2018-01-09,-32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4422,0,3051,0,0,0,0,0,0,50000,0,0
2018-01-10,-50000,0,0,0,0,0,0,0,0,0,0,-32160,0,0,0,1,0,0,0,41244,0,-29968,0,0,0,0,0,0,50000
2018-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6286,0,0,0,0,-5282,-27279,0,0,0,50000,0,-8853
2018-01-12,-13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19454,0
2018-01-16,-1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21066,0,0,0,0,-12274,0,0,0,-50000,-19454,0
2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7703,0,0,1,0,0,0,0,0,0,-32244,0,0
2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2744,0,0,0,0,50000,0,0,0,0,-44711,0,-1827
2018-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12582,0,11594,1,0,0,0,0,0,50000,0,-12112
2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8484,0,-3285,4947,-26640,50000,0,0,0,-50000,0,0
2018-01-23,0,0,0,0,0,-50000,-44766,0,0,-50000,-21835,-17840,0,-155346,0,-50009,-301293,0,0,-248839,-4948,-23360,-50000,0,0,0,-23047,0,-107793
2018-01-24,0,0,50000,0,0,0,0,0,50000,0,0,0,50000,0,50000,10152,50000,50000,19298,7774,7876,48916,0,0,50000,7228,0,0,0
2018-01-25,0,0,45044,0,0,0,0,0,-19827,1493,38562,0,50000,0,50000,25766,50000,50000,-19298,22123,921,40344,27253,0,36816,50000,0,0,0
2018-01-26,0,0,-95044,0,0,0,0,0,-30173,-1493,-38562,0,-100000,0,-100000,-35918,-100000,-100000,0,-29897,-8797,-89260,-27253,0,-86816,-57228,0,0,0
2018-01-29,0,36466,46171,3706,24143,34094,0,0,30729,0,11092,0,50000,0,47482,0,50000,50000,12567,0,0,50000,0,0,0,50000,0,0,0
2018-01-30,0,-36466,-46171,-3706,-24143,-34094,0,0,50000,0,-11092,12161,50000,0,50000,0,50000,50000,-12567,1854,0,50000,21000,0,2300,11407,0,0,0
2018-01-31,0,0,29046,0,50000,2,0,0,50000,0,0,-12161,50000,0,50000,0,50000,50000,0,50000,50000,50000,-21000,0,50000,46834,47313,0,0
2018-02-01,0,0,0,0,-3532,0,0,0,-50000,0,28559,0,-50000,50000,-45273,50000,0,-897,0,-19780,1,-38383,50000,0,-50000,50000,0,50000,0
2018-02-02,0,0,-6975,0,0,0,0,0,-50000,0,0,0,-50000,0,-50000,0,-1224,50000,0,2774,50000,-36599,50000,0,-2300,-47037,50000,0,50000
2018-02-05,0,0,-22071,0,-46468,-2,0,0,-30729,0,-28559,0,-50000,-50000,-52209,-50000,-148776,-199103,0,-34848,-100001,-75018,-100000,0,0,-111204,-97313,-50000,-50000
2018-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-07,0,0,0,0,21102,0,0,0,8302,0,0,0,50000,0,43306,0,50000,50000,0,39505,0,26684,12863,0,0,50000,0,0,0
2018-02-08,0,0,50000,0,-21102,0,50000,0,50000,0,9176,50000,50000,0,50000,0,50000,46321,25245,-39505,0,50000,-12863,0,11678,50000,0,0,0
2018-02-09,0,0,0,0,2,45989,0,0,50000,0,0,-43509,50000,0,19953,0,0,50000,-24711,0,0,50000,0,0,50000,44490,0,0,0
2018-02-12,0,0,0,0,-2,0,0,12680,-50000,0,50000,-6491,-50000,0,-50000,0,50000,-50000,-534,50000,50000,-5464,50000,0,-50000,0,50000,0,0
2018-02-13,0,0,-18221,0,0,0,0,0,-50000,0,0,0,-50000,0,-17927,0,50000,41178,0,1,50000,-16822,-32601,0,-11678,-36048,50000,50000,50000
2018-02-14,0,0,-30735,0,0,0,0,1,-8302,0,674,0,-50000,0,-45332,0,50000,0,0,50000,0,-34626,0,50000,0,-25354,50000,-28120,50000
2018-02-15,0,0,-1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12299,0,0,0,0,0,-50000,0,46940,0,0,50000
2018-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16492,-22009,0,0,0,0,50000,0,0,-42026,-49485,50000,50000
2018-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44476,0,0,50000,-50000,50000,-50000,0,0,-16251,-37892,0,-34359
2018-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,46395,0,2,50000,-50000,0,50000,-28608,0,-17399,0,0,-50000,50000,-31461,-10056
2018-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2662,-21392,-50000,0,0,0,-1813,-5553,0,50000
2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9942,-50000,0,50000,50000,-50000,0,0,0,0,0,0,0
2018-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3191,0,0,0,-19772,0,0,0,0,32385,-2739,0
2018-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,1,29452
2018-02-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28161,0,0,0,0,0,0,0,0,-19938,0,0,-26437
2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2665,0,1617
2018-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29650,-37681,0
2018-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-34361,0,0,0,0,0,0,0,38006
2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12968,0,8148
2018-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12518,0,0,0,0,0,0,0,0,0,-50000,0,0
2018-03-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6002,0,0,-39300,-15639,50000,50000,0,0,0,-1963,0,-15622
2018-03-13,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37651,0,0,0,0,-3002,0,19889
2018-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21245,0,2,-44492,0,0,0,-7653,50000,0
2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7855,0,0,0,0,0,-5508,0,0,0,-21820,0,0
2018-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43209,-38618,-7660
2018-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4370,0,0,0,0,0,0,2079
2018-03-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22354,34743,-7981,0,0,0,0,0,0,0
2018-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34743,0,0,0,0,0,0,0,39322
2018-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3681,0,0,0,0,0,0,0,0,0,-6132,-11382,0
2018-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3484,15887,0,0,0,0,0,-21019,0,0
2018-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15887,0,0,0,0,0,0,0,18110
2018-03-27,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35092,0,21407
