account_rewards,date
389164.1694458127,2019-04-04
175706.96005152166,2019-04-05
-759580.915038392,2019-04-08
89104.07845327258,2019-04-09
-487718.3385591209,2019-04-10
-484673.486316517,2019-04-11
-177293.53412123024,2019-04-12
79667.03929698467,2019-04-15
50147.560829758644,2019-04-16
692056.4804250151,2019-04-17
-319951.08561600745,2019-04-18
1050567.1711647213,2019-04-22
-194610.15768678486,2019-04-23
548862.4892432392,2019-04-24
-179887.7249418795,2019-04-25
-159115.72813160717,2019-04-26
364257.61437803507,2019-04-29
-982644.2417505383,2019-04-30
-711045.9643429667,2019-05-01
912375.2506990135,2019-05-02
-167423.70613461733,2019-05-03
-1628981.9491574764,2019-05-06
-242700.72202938795,2019-05-07
-211160.3604901731,2019-05-08
730110.4063604623,2019-05-09
-2140595.829759538,2019-05-10
435015.74869695306,2019-05-13
533200.0658267438,2019-05-14
1083071.6153553575,2019-05-15
-391972.5572927892,2019-05-16
-40376.80732053518,2019-05-17
489685.3914235085,2019-05-20
131309.5605508387,2019-05-21
-768059.7228491902,2019-05-22
237411.7697518319,2019-05-23
-1524246.2251552194,2019-05-24
-1158757.0294250846,2019-05-28
163719.95551159978,2019-05-29
-1920059.787474081,2019-05-30
-721141.4525556266,2019-05-31
-168085.68499934673,2019-06-03
587938.5630332977,2019-06-04
328340.0554738045,2019-06-05
706483.1695316732,2019-06-06
657702.4902217537,2019-06-07
-83421.12875856459,2019-06-10
-421921.3743042499,2019-06-11
371915.6499839276,2019-06-12
-88541.41237488389,2019-06-13
-78990.8471198231,2019-06-14
1038274.5144259334,2019-06-17
-14595.445748507977,2019-06-18
1175363.5818653405,2019-06-19
-383212.8125215322,2019-06-20
-164161.32718159258,2019-06-21
-722511.7461105287,2019-06-24
-447168.7950221151,2019-06-25
-36120.56453694403,2019-06-26
555874.1576423943,2019-06-27
556515.0533282012,2019-06-28
333083.39701119065,2019-07-01
574384.3658932596,2019-07-02
