account_rewards,date
1670320.3206835538,2019-10-03
-688985.6260380596,2019-10-04
-1354778.957880646,2019-10-07
1246515.2634205967,2019-10-08
162043.23819297552,2019-10-09
1545476.9899026006,2019-10-10
134144.24038732052,2019-10-11
933203.1260578036,2019-10-14
-521809.4677734375,2019-10-15
-122114.13019345701,2019-10-16
-899450.963130027,2019-10-17
541598.3403167725,2019-10-18
-2146799.9806972295,2019-10-21
-164984.01358892024,2019-10-22
-145961.45151115954,2019-10-23
504887.9102112353,2019-10-24
584660.128726989,2019-10-25
-60454.38021248579,2019-10-28
890962.0603640229,2019-10-29
-721962.1542036235,2019-10-30
1283921.13672252,2019-10-31
423263.75687392056,2019-11-01
-383303.7488319427,2019-11-04
-219399.47137588263,2019-11-05
989594.3814195693,2019-11-06
-330731.314453125,2019-11-07
-576481.9211240858,2019-11-08
-75503.7244617194,2019-11-11
-300478.6965827942,2019-11-12
-214860.06379699707,2019-11-13
755309.9733252972,2019-11-14
-344557.2264289856,2019-11-15
627916.6130632758,2019-11-18
-516111.82691411674,2019-11-19
22986.400142669678,2019-11-20
128643.72500610352,2019-11-21
656242.9739920199,2019-11-22
324855.45150752366,2019-11-25
528671.2820080668,2019-11-26
-257091.77366638184,2019-11-27
-934714.1296643615,2019-11-29
-536343.1003318727,2019-12-02
243955.8536633104,2019-12-03
-14253.315158262849,2019-12-04
1283762.7596168518,2019-12-05
56872.03097161651,2019-12-06
-500742.4816272557,2019-12-09
18007.618782043457,2019-12-10
905089.0326057673,2019-12-11
260232.24584886432,2019-12-12
899695.1116115451,2019-12-13
-342284.2825923711,2019-12-16
-128094.04282332957,2019-12-17
771605.9292489737,2019-12-18
1058790.8278274536,2019-12-19
213556.33736419678,2019-12-20
-227627.7463723868,2019-12-23
454326.46282958984,2019-12-24
116873.95669555664,2019-12-26
-929170.6348495483,2019-12-27
269244.10845947266,2019-12-30
1647142.9317245483,2019-12-31
