account_rewards,date
413964.23637349904,2017-04-03
-511325.4917663038,2017-04-04
-86962.45144985616,2017-04-05
82774.16693001986,2017-04-06
-43216.88153657317,2017-04-07
-97234.27140526474,2017-04-10
-50042.49030858278,2017-04-11
-505582.31040397286,2017-04-12
650239.818200171,2017-04-13
-160219.47141455114,2017-04-17
-500226.8501446396,2017-04-18
531605.131074205,2017-04-19
-260681.9311529249,2017-04-20
448696.3877508491,2017-04-21
409531.0084018558,2017-04-24
147306.47146357596,2017-04-25
-112728.9540168345,2017-04-26
-91826.30715455115,2017-04-27
-386288.4776367992,2017-04-28
-132585.78941564262,2017-05-01
-111488.66899444163,2017-05-02
-145409.8976815641,2017-05-03
192652.70320896804,2017-05-04
-100526.18172463775,2017-05-05
-288040.3462781012,2017-05-08
61186.0755135715,2017-05-09
-71964.2354823798,2017-05-10
-154840.63880343735,2017-05-11
318269.3299768716,2017-05-12
-925436.8624328375,2017-05-15
-1474903.8417946994,2017-05-16
487182.1610377133,2017-05-17
-164471.23119704425,2017-05-18
182795.32939779758,2017-05-19
87804.86077593267,2017-05-22
24307.27106899023,2017-05-23
174834.04934480786,2017-05-24
62090.67136707902,2017-05-25
-632923.1006570905,2017-05-26
-765892.680339098,2017-05-30
1229409.668107763,2017-05-31
-29910.420561790466,2017-06-01
65850.46689599752,2017-06-02
36157.70480248332,2017-06-05
458278.5998534411,2017-06-06
11712.777407228947,2017-06-07
720607.5700729936,2017-06-08
-79294.24698936939,2017-06-09
479538.291543141,2017-06-12
-11703.561961114407,2017-06-13
-163887.06458961964,2017-06-14
129989.88732239604,2017-06-15
657550.3831769526,2017-06-16
-469055.59878763556,2017-06-19
-400857.2332768589,2017-06-20
-145549.03683756292,2017-06-21
179627.49859698117,2017-06-22
90618.8567674607,2017-06-23
-665595.3791871816,2017-06-26
757298.575542435,2017-06-27
-853634.4172017872,2017-06-28
780721.7943087667,2017-06-29
