account_rewards,date
-848468.0768479407,2016-04-04
653337.0890900195,2016-04-05
-814222.3649399877,2016-04-06
110293.41952088475,2016-04-07
-267417.2316811383,2016-04-08
880545.575527817,2016-04-11
1074472.154438153,2016-04-12
16725.344986453652,2016-04-13
-88584.26282250881,2016-04-14
1047217.2634061426,2016-04-15
843090.6929854453,2016-04-18
925276.6674804688,2016-04-19
-233925.90489184856,2016-04-20
476475.9314646572,2016-04-21
128878.27634614706,2016-04-22
78033.14706987143,2016-04-25
-63795.67630195618,2016-04-26
-754801.0862644166,2016-04-27
-718453.8231010437,2016-04-28
593933.7761992961,2016-04-29
-150214.13327026367,2016-05-02
-332923.6673374176,2016-05-03
387017.9455833435,2016-05-04
336558.64284706116,2016-05-05
290449.3003836125,2016-05-06
787624.9495274127,2016-05-09
-1989805.0221737027,2016-05-10
-294815.32402038574,2016-05-11
-945912.3358484358,2016-05-12
787045.7611680776,2016-05-13
-835999.6205943227,2016-05-16
-203585.89666938782,2016-05-17
528892.1944330782,2016-05-18
898949.3554265648,2016-05-19
-463507.3513264507,2016-05-20
1113586.3740465343,2016-05-23
593738.8020763397,2016-05-24
-100806.63956411183,2016-05-25
494542.0190525055,2016-05-26
-269907.37024116516,2016-05-27
40149.29479217529,2016-05-31
897629.1016904861,2016-06-01
229525.3907891214,2016-06-02
624747.6312644184,2016-06-03
-332900.79884032905,2016-06-06
1091835.3705649078,2016-06-07
234981.5323562622,2016-06-08
-443774.0414790362,2016-06-09
-584390.6622009277,2016-06-10
310698.2746486068,2016-06-13
-144721.8344669342,2016-06-14
591288.8782939911,2016-06-15
-448777.0926911831,2016-06-16
590701.2435283661,2016-06-17
-128402.6847705841,2016-06-20
-69066.8342628479,2016-06-21
762645.1837618798,2016-06-22
-1688496.6870708466,2016-06-23
-259117.0598449409,2016-06-24
1187630.5865839124,2016-06-27
1242173.2309865952,2016-06-28
904392.3876228333,2016-06-29
