date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2019-10-03,0,0,0,0,0,0,0,-395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,957
2019-10-04,0,0,0,0,0,0,0,-44126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-12942,37387,0,-5529,0,-957
2019-10-07,0,0,0,0,-12,0,0,-13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46999,0
2019-10-08,0,0,0,-1095,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,0,0,-7892,29882,0,50000,0
2019-10-09,0,0,0,-5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12849,0,0,0,0,0,-29495,50000,-50000,-12596,0
2019-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1828,0,8356,0
2019-10-11,0,0,0,0,0,0,0,-32020,0,0,0,50000,0,0,16076,1,0,0,50000,0,0,0,0,0,0,-43764,50000,-26559,0
2019-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16076,1,0,31740,0,0,0,0,0,0,0,0,0,-50000,0
2019-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,35098
2019-10-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8639,0,0,0,0,0,0,-16552,50000,50000,-35098
2019-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37027,-45151,0
2019-10-22,0,0,0,0,-1,0,0,0,0,0,0,-50000,0,0,0,-2,0,-152307,-71488,0,0,0,0,0,0,-403508,-144992,-288219,0
2019-10-23,0,0,0,0,0,50000,0,0,36325,16958,0,50000,50000,33848,0,0,38332,0,0,50000,0,0,0,0,50000,37028,0,0,0
2019-10-24,0,0,0,0,0,50000,0,0,48396,-6635,0,29103,50000,50000,34518,50000,50000,0,0,48625,1375,34725,37850,0,38345,-37028,0,0,0
2019-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,-17186,-4741,-44581,7577,0,0,0,-1375,-16327,-19852,0,50000,50000,0,0,0
2019-10-28,0,7309,0,0,50000,-15889,0,0,-39279,-10323,50000,0,-50000,-46093,-25588,1,0,50000,50000,-50000,0,0,-17998,0,-50000,50000,50000,0,50000
2019-10-29,0,11235,0,0,50000,-50000,0,0,-45442,0,0,0,0,0,0,0,0,50000,50000,-48625,0,-18398,0,0,-50000,50000,0,50000,50000
2019-10-30,0,0,0,0,1,-34111,0,0,0,0,0,0,-50000,0,0,0,-50000,50000,7446,0,0,0,0,0,-9751,50000,-6213,-18338,50000
2019-10-31,0,0,0,0,1,0,0,0,0,0,-50000,0,0,0,0,0,-45909,25967,0,0,0,0,0,0,0,50000,50000,50000,50000
2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1401,0,0,0,0,0,0,0,0,0,0,0,0,-9727,9475
2019-11-04,0,-18544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6245,41730
2019-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2788,0,0,0,0,0,0,0,0,0,-8228,0,0,0,39523
2019-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48818,32727
2019-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23198,0,0,0,0,0,0,0,0,13186,-16872,50000
2019-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17717,0,14258
2019-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,0,0,0,-20072
2019-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10318,1,0,33675
2019-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,-50000,0,0
2019-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17483,0,0,48542,50000
2019-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,-20569,0,0,0,0,2,0,0,0,0,0,0,13834,0,0,0
2019-11-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48542,33354
2019-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1,50000,0,-50000
