account_value,date,daily_return
100000000.0,2015-12-31,
99279588.7630915,2016-01-04,-0.007204112369084914
99363938.79839773,2016-01-05,0.0008496211190751612
98165221.65235783,2016-01-06,-0.01206390528129142
96379063.41248569,2016-01-07,-0.01819542817513964
95374090.45024511,2016-01-08,-0.010427295375754708
95739071.85025935,2016-01-11,0.0038268401647787442
96537386.45243451,2016-01-12,0.008338441001640051
94420771.24888933,2016-01-13,-0.021925341894231565
95768078.19705175,2016-01-14,0.01426917965551211
93889844.46434258,2016-01-15,-0.019612315168782368
93929292.78713568,2016-01-19,0.00042015537482420484
92668713.96165508,2016-01-20,-0.013420508002091935
93400858.59102431,2016-01-21,0.007900666773817289
94316568.0758647,2016-01-22,0.009804079948023015
94175093.23508805,2016-01-25,-0.001499999879796876
94682054.13269573,2016-01-26,0.0053831738328324885
94363086.53438443,2016-01-27,-0.003368828456808415
94602977.86017942,2016-01-28,0.0025422157604773066
96697901.66931848,2016-01-29,0.02214437490789445
96812101.02960442,2016-02-01,0.0011809910899251985
95431694.41761905,2016-02-02,-0.014258616405435243
96406416.7969837,2016-02-03,0.010213822413119633
96167452.25698689,2016-02-04,-0.0024787202754360527
93854642.97224195,2016-02-05,-0.024049813429230182
92599244.29230782,2016-02-08,-0.013375989084582818
92974077.43118945,2016-02-09,0.004047907104926196
93229086.08298527,2016-02-10,0.002742793032655344
91848176.86325417,2016-02-11,-0.01481199996428062
91710404.6085704,2016-02-12,-0.001499999884471248
91942993.04072474,2016-02-16,0.002536118264302223
92803408.16384563,2016-02-17,0.00935813697885357
92717858.48295306,2016-02-18,-0.0009218377060197236
92741020.05986378,2016-02-19,0.0002498070737362301
93832582.90748216,2016-02-22,0.011770011230346489
92635661.28656277,2016-02-23,-0.012755927459649485
92842298.66640955,2016-02-24,0.0022306461353749363
93662649.25850569,2016-02-25,0.008835957358657387
93195709.43651724,2016-02-26,-0.004985336478148361
92521832.30061814,2016-02-29,-0.007230774248873861
94530401.16347441,2016-03-01,0.021709134081241643
94886843.78529105,2016-03-02,0.0037706665520251814
94934481.8966535,2016-03-03,0.0005020518067841984
95147641.0723143,2016-03-04,0.002245329319781275
95746160.27191794,2016-03-07,0.006290426045862274
94931421.86708634,2016-03-08,-0.008509358521717747
95573642.98822956,2016-03-09,0.006765105889200651
95602348.22473939,2016-03-10,0.00030034678612556043
96733417.03484139,2016-03-11,0.011830973099563602
96637847.47239022,2016-03-14,-0.0009879684330467153
96539504.01578438,2016-03-15,-0.001017649494251538
96745535.44549763,2016-03-16,0.0021341670626313647
97820066.64916243,2016-03-17,0.011106778196190215
98456618.02437815,2016-03-18,0.006507370082855735
98685997.68846549,2016-03-21,0.00232975363860799
98387818.28232333,2016-03-22,-0.0030214965965431606
97536889.90364146,2016-03-23,-0.008648716818174917
97690313.15672961,2016-03-24,0.0015729766782570653
97724993.6648308,2016-03-28,0.0003550045749731723
98252976.28201549,2016-03-29,0.005402738822327446
98737425.91185424,2016-03-30,0.004930635673042971
98578935.94258147,2016-03-31,-0.0016051661040288323
99047634.10316207,2016-04-01,0.0047545467609184655
