date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2016-09-30,0,0,0,0,0,0,-18064,0,0,0,0,0,0,-1,0,0,45258,0,50000,-50000,50000,-1,-6046,0,-11358,0,-50000,0,-29958
2016-10-03,0,0,0,0,0,0,-50000,0,0,0,0,5065,0,0,0,0,0,0,50000,-50000,50000,0,-38145,0,50000,0,-1428,2,-50000
2016-10-04,0,0,0,0,0,0,-43886,0,0,0,0,0,0,0,0,0,0,0,1,-50000,0,0,0,0,0,25473,-20722,50000,50000
2016-10-05,0,0,0,0,0,0,-46990,31111,0,-16434,0,0,1,0,0,50000,50000,0,50000,-50000,50000,0,0,0,-24698,0,-27977,50000,-50000
2016-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5816,0,0,17761,-50000,0,0,50000,0,-12743,0,0,-2515,0
2016-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23092,-24928,0,0,-27009,0,50000,-50000,0,0,0
2016-10-10,0,0,0,0,0,0,0,0,0,0,0,-5065,-1,0,0,-44185,33059,0,50000,0,1,0,-23263,0,0,-50000,0,-50000,50000
2016-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30796,0,0,0,-50000,0,50000,0,0,-47487,-50000
2016-10-12,0,50000,0,0,0,0,0,0,0,0,0,37221,0,0,0,0,50000,0,50000,0,50000,0,-50000,0,-50000,-49152,0,0,-42774
2016-10-13,0,0,0,-14577,0,0,0,0,0,0,0,0,0,27257,0,0,50000,0,50000,0,50000,0,-15747,0,-50000,-50000,0,0,0
2016-10-14,0,0,0,0,0,0,0,0,0,16451,0,-37013,0,50000,1,0,0,0,50000,0,-24852,0,0,0,-12559,0,0,0,-50000
2016-10-17,0,-47343,0,0,0,0,0,-41489,0,-16451,0,0,0,0,0,0,47224,0,50000,0,1,0,0,0,0,50000,0,0,-36022
2016-10-18,1,-2657,0,0,0,0,0,-3139,0,0,0,0,0,-42396,-1,0,13612,0,0,0,50000,0,0,0,0,-50000,50000,0,50000
2016-10-19,0,0,0,0,0,0,0,0,0,13151,0,0,4,-9912,0,0,0,0,50000,0,50000,0,0,0,0,-50000,0,0,-29850
2016-10-20,-1,0,0,0,0,0,0,-63427,0,-13151,0,-208,-4,-24949,0,0,-389153,0,-521650,0,-325150,0,0,0,0,-231676,-50000,0,-20150
