account_rewards,date
293456.39569449425,2016-07-01
651287.4788596034,2016-07-05
-552595.3068283349,2016-07-06
794866.0165445954,2016-07-07
-10970.790098905563,2016-07-08
52706.276354148984,2016-07-11
182696.3036146313,2016-07-12
308215.9471090734,2016-07-13
-6666.311193838716,2016-07-14
-64935.569550558925,2016-07-15
-137199.80886103213,2016-07-18
189120.6775199622,2016-07-19
-371041.54390747845,2016-07-20
629846.2112250179,2016-07-21
-566055.4455275387,2016-07-22
-419726.4523756206,2016-07-25
-265477.50671327114,2016-07-26
-77604.3111922741,2016-07-27
-504713.940914467,2016-07-28
-960901.6292018294,2016-07-29
56197.94683457911,2016-08-01
535601.2235019654,2016-08-02
274663.8116722107,2016-08-03
485898.398890838,2016-08-04
-160953.5100146681,2016-08-05
-51612.669123113155,2016-08-08
-101278.09104855359,2016-08-09
747642.8428302705,2016-08-10
-623164.2777129114,2016-08-11
375141.95555981994,2016-08-12
-623075.9272142202,2016-08-15
404859.9359495491,2016-08-16
155694.66276443005,2016-08-17
-1443.0704525858164,2016-08-18
-25631.491592884064,2016-08-19
90238.56400437653,2016-08-22
-149008.28783616424,2016-08-23
146415.7770921886,2016-08-24
-161148.88497200608,2016-08-25
590767.5840855837,2016-08-26
-138566.9653712958,2016-08-29
-440873.424090147,2016-08-30
287157.2505199015,2016-08-31
571395.6277348399,2016-09-01
215761.6176750511,2016-09-02
40596.51895208657,2016-09-06
-56595.49596001208,2016-09-07
-2307081.2253044695,2016-09-08
1359471.7299602479,2016-09-09
-1519105.3651506603,2016-09-12
-342240.20903015137,2016-09-13
800576.5595634431,2016-09-14
-375819.6209218353,2016-09-15
257375.3954297155,2016-09-16
-246201.902936548,2016-09-19
745720.7945168465,2016-09-20
349325.2073599845,2016-09-21
-858360.3662061393,2016-09-22
-772330.2547424138,2016-09-23
684662.6001666486,2016-09-26
1081242.0696757734,2016-09-27
-1101758.1134998053,2016-09-28
