date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2019-04-04,26107,0,0,-46129,-42213,37103,0,0,0,13125,0,0,0,50000,-50000,50000,0,47857,-18214,45323,-19179,-50000,-50000,-43462,-20154,-14076,-2051,28806,50000
2019-04-05,-26107,0,0,-3871,0,0,0,0,0,0,0,0,0,0,-28854,-13334,0,0,0,-45323,-39182,0,-26808,0,50000,43596,0,50000,-32706
2019-04-08,0,0,0,28178,-41663,0,0,0,0,0,0,0,0,0,0,-4768,0,0,0,0,50000,-6583,0,0,0,-23032,1,50000,-50000
2019-04-09,0,0,0,0,0,-17408,0,0,0,0,0,0,0,37498,-689,-31898,0,-9149,50000,0,0,1,50000,0,-50000,0,50000,50000,0
2019-04-10,0,0,0,50000,-44132,50000,0,0,0,-13125,0,0,0,-50000,-30744,0,0,-38708,0,25571,-50000,-7348,36924,0,-12103,50000,45878,-50000,0
2019-04-11,0,0,13604,0,-16589,50000,0,0,0,0,0,0,50000,48958,0,3,0,0,49989,-25571,-50000,-9429,-39178,0,-50000,-10411,-5545,0,50000
2019-04-12,0,0,-13604,-78178,-219473,-184726,0,0,0,0,0,0,-50000,-192528,0,-3,0,0,-99989,0,-4307,0,-90339,0,-2555,-60153,-138283,-141199,-289002
2019-04-15,0,20325,0,50000,0,6666,0,50000,0,0,21687,2113,0,50000,0,0,37091,0,0,50000,0,0,50000,50000,0,2160,0,47605,19598
2019-04-16,0,-20325,10285,39041,50000,16756,0,33896,32253,0,-15441,-2113,0,45620,22706,0,-37091,50000,0,50000,0,0,-34244,49404,0,-2160,0,17792,-19598
2019-04-17,0,3872,-10285,13663,16932,-23422,0,50000,10864,0,-6246,0,0,50000,-4680,30385,50000,11596,0,50000,0,50000,-8538,-50000,24150,50000,0,49731,0
2019-04-18,50000,-3872,0,0,38183,0,50000,23873,0,0,14400,0,0,0,0,-15519,-50000,-50000,0,50000,50000,-50000,-7218,0,0,0,0,-11735,0
2019-04-22,0,0,0,0,2,0,-22948,-50000,0,0,-8222,0,0,30406,-18026,0,0,-11596,0,50000,-9992,50000,0,50000,-24150,0,50000,-4979,0
2019-04-23,0,0,0,-16255,-21940,0,0,0,-43117,0,-6178,0,0,0,0,-14866,0,35178,0,-21361,-8239,2,0,50000,0,0,0,-40869,0
2019-04-24,0,0,0,0,-536,50000,0,-50000,0,0,0,0,1,-48175,0,0,0,-35178,0,-17288,50000,50000,50000,48216,0,-50000,50000,50000,50000
2019-04-25,-50000,0,0,-86449,-82641,-50000,-27052,-57769,0,0,0,0,-1,-127851,0,0,0,0,0,-211351,-81769,-100002,-50000,-197620,0,0,-100000,-107545,-50000
2019-04-26,431,32662,15897,50000,0,48026,50000,0,0,0,6068,0,1682,50000,0,30759,0,40966,50000,0,6310,0,48429,0,0,50000,19699,0,0
2019-04-29,50000,21846,12663,50000,49397,33596,-50000,32627,41903,50000,28565,13319,-1682,50000,31040,50000,0,-40966,-44879,0,31262,32958,50000,0,0,50000,-19699,8573,0
2019-04-30,1,0,-28560,0,0,-47159,0,0,-10353,0,-7111,-13319,0,0,-4400,-39626,50000,0,0,0,-10874,-22009,16174,0,50000,50000,50000,-8573,0
2019-05-01,-6920,0,0,0,0,-10160,0,-32627,-31550,-50000,0,0,0,0,-26640,-41133,-28768,0,-5121,50000,50000,1,-50000,33902,50000,0,50000,0,50000
2019-05-02,-43512,50000,8740,0,-49397,50000,0,50000,0,0,0,50000,0,-18332,0,37364,40110,0,0,-48116,-38227,-10950,3,-16958,-50000,-4472,-50000,0,-31706
2019-05-03,0,25374,-8740,0,0,-50000,50000,-50000,0,50000,-27522,-50000,50000,50000,0,0,-17855,0,0,0,50000,0,-16237,0,0,0,-6214,50000,0
2019-05-06,0,39711,0,-50000,0,43935,-50000,0,0,0,15223,50000,-50000,35503,50000,50000,-4471,0,50000,-1884,-23034,50000,-6860,0,-50000,-50000,50000,3,-6264
2019-05-07,0,-21613,0,0,1,0,0,0,1,-12631,-15065,0,0,-5109,25279,-33068,0,0,50000,0,-1729,-41151,-22320,0,50000,0,-45564,-50000,-12030
2019-05-08,50000,0,0,1844,0,0,0,0,-1,0,-158,-7365,0,-21030,0,0,50000,0,-41797,0,0,0,0,-6910,0,-42827,50000,3,0
2019-05-09,-6850,0,0,0,1,-50000,0,0,0,-19050,0,-42635,0,0,0,0,-44229,0,0,0,-44183,50000,-17957,36024,50000,50000,-25465,50000,0
2019-05-10,-43150,-6278,0,46796,-2,-18238,50000,0,50000,-320,0,50000,0,-49386,-34097,0,50000,0,-50000,0,-2973,50000,-1232,-46058,0,-31043,0,50000,1
2019-05-13,45275,50000,1164,-49942,5,0,-12859,50000,-16396,-17999,0,-9639,0,-50000,0,50000,0,0,0,0,0,50000,0,0,-385,-11398,-50000,0,50000
2019-05-14,0,-11672,-865,-22750,0,0,-37141,50000,50000,0,35731,-11604,50000,0,-41182,-78,-35593,50000,50000,0,0,0,50000,0,-50000,0,-17701,-50000,1
2019-05-15,1,-32984,3821,-25948,-5,0,50000,-27587,-50000,50000,-11129,-28757,-50000,0,0,-27452,-25325,0,50000,50000,-7946,-23477,0,50000,0,1,0,-50000,-10349
2019-05-16,0,0,0,0,0,0,0,-50000,-14212,0,-24602,0,0,36453,0,2,0,50000,-36846,-4671,-8606,-22441,-27030,50000,0,-5879,-5056,-6,50000
2019-05-17,0,0,-4120,0,0,0,-16413,-1085,-19392,-30767,0,0,0,-128,0,-9523,50000,-41851,50000,-1488,0,0,36454,0,-9586,-4070,0,50000,0
2019-05-20,0,-46696,0,0,0,0,0,0,0,-19233,0,0,0,0,0,1,0,0,0,-29869,0,-22919,-11654,0,32061,0,50000,50000,50000
2019-05-21,44935,0,0,0,0,0,-16588,0,0,0,0,0,0,0,0,0,-9508,-5427,-46071,0,50000,0,50000,-16397,0,0,0,0,-38839
2019-05-22,0,-32552,0,0,0,0,0,1,0,0,38642,0,0,0,0,-3052,-50000,0,50000,0,-41587,0,0,0,50000,-40536,50000,50000,-46971
2019-05-23,0,-29805,0,0,0,0,1,-21329,0,0,-38642,0,0,32692,0,0,-5122,50000,-13250,50000,0,0,0,-33292,-1521,-9776,50000,0,50000
2019-05-24,-3282,0,2483,0,50000,50000,-7150,0,1,0,0,0,0,-4818,0,0,-19239,-14136,-50000,50000,-8413,0,0,0,-15293,1,-45992,50000,0
2019-05-28,-25795,-28251,0,0,43926,-50000,-9850,0,-1,10043,0,40836,0,-29725,35330,50000,48204,41123,-31752,1,0,-3700,0,-49295,-50000,50000,37180,0,-50000
2019-05-29,-50000,-9742,-2483,0,-32514,0,0,0,1,50000,0,-40836,50000,50000,0,50000,-48204,0,-29897,47090,0,50000,5344,0,0,-36392,-10128,50000,-24359
2019-05-30,1,0,1949,0,-24213,50000,0,0,50000,50000,0,0,43696,-45149,-35330,-26847,0,-50000,-387,0,0,-50000,0,-1016,-10905,-13609,50000,-1876,50000
2019-05-31,-11135,0,-1949,0,0,-50000,0,0,-50000,-16703,0,0,0,-50000,0,1,0,35779,0,-7939,0,-26713,0,0,50000,50000,-50000,-34343,-36530
2019-06-03,0,0,0,0,-37199,0,0,0,-1,-93340,0,0,-93696,-30971,0,-137348,0,-115488,0,-153124,0,-59599,-103114,0,-94371,-50000,-131060,-213781,-42954
2019-06-04,0,50000,11246,50000,50000,0,50000,23331,0,0,0,0,50000,9584,50000,50000,0,9705,0,50000,1219,50000,0,0,50000,50000,0,31166,47736
2019-06-05,0,50000,-11246,37593,-50000,0,-50000,-2514,50000,0,0,50000,-22140,-9584,30084,-15653,0,-6821,50000,-50000,50000,50000,0,50000,-50000,35043,0,13568,50000
2019-06-06,0,-2403,27874,-21461,0,50000,6997,-13021,-50000,26654,50000,50000,20985,0,50000,-12824,10610,-2884,17459,0,-50000,50000,0,-21904,0,20006,28458,9454,-50000
2019-06-07,0,-37492,0,38910,1,50000,-6997,-7796,0,0,-50000,-50000,50000,0,0,0,0,0,0,0,-1219,50000,50000,0,50000,-2587,-28458,-48375,-28540
2019-06-10,0,-41860,0,41117,0,50000,0,0,0,0,0,0,0,0,0,-16791,-10610,0,-12418,0,50000,-50000,0,0,-9379,0,0,-5813,-19196
2019-06-11,0,0,-17530,-14965,50000,0,50000,0,0,-26654,0,-44841,0,0,50000,10071,0,50000,-50000,0,-24894,-50000,47029,50000,-11292,-9286,0,0,0
2019-06-12,0,24591,-6229,-36283,50000,0,50000,50000,0,0,0,-5159,-45693,27696,35578,-14803,0,35509,50000,0,-25106,-50000,-13456,-21585,-29329,-36609,0,10546,0
2019-06-13,0,-20559,0,-48578,0,0,-8847,-50000,0,0,0,0,-33475,0,0,0,0,0,1,0,0,0,-50000,17768,50000,50000,0,-10546,0
2019-06-14,0,-22277,-4115,0,-50000,4145,0,50000,0,0,0,0,-909,-27696,-25631,1,0,-24819,-50000,0,0,-21574,0,0,50000,0,0,0,0
2019-06-17,0,0,32344,0,-46592,0,-50000,2,0,0,0,0,0,0,-50000,-1,0,0,0,0,0,0,50000,-23390,-13029,0,0,0,0
2019-06-18,0,0,0,0,-1190,0,20129,-50000,0,0,50000,0,0,0,0,0,0,50000,0,0,0,-1103,-15794,50000,-47642,-22081,0,0,0
2019-06-19,0,0,0,-20796,0,0,-88,0,0,0,0,0,0,0,-12374,0,19067,-12131,0,50000,0,0,-50000,-2035,0,-9683,0,50000,0
2019-06-20,0,0,5010,50000,50000,-18257,0,-2,6,50000,-12327,0,-18768,0,0,0,-19067,47151,0,-19749,50000,-5917,-17779,0,-39254,-28884,0,-50000,0
2019-06-21,0,0,-37354,-49411,-45220,0,1,0,0,0,0,0,0,0,8942,0,0,0,-5042,0,50000,0,0,50000,-75,50000,50000,0,0
2019-06-24,0,0,0,-26126,0,0,-4591,50000,0,0,18975,0,0,0,0,0,0,50000,0,-14500,-30207,0,0,0,0,-50000,0,0,0
2019-06-25,0,0,0,50000,0,-50000,-50000,50000,-6,0,-50000,0,0,21888,-9192,0,0,0,0,50000,0,0,0,-8650,0,-17225,0,0,0
2019-06-26,0,0,0,-50000,0,50000,0,0,0,-50000,0,41164,0,-8635,0,0,0,0,50000,-2771,50000,1,0,0,0,-1930,0,0,0
2019-06-27,0,0,0,0,0,-50000,-6604,-31443,0,0,0,-17106,0,-12493,0,0,50000,-13100,0,40871,-50000,-21407,0,-50000,50000,-14251,50000,0,0
2019-06-28,0,0,0,0,0,-6247,0,0,0,0,-6648,-24058,2,-760,0,0,0,0,-40792,7505,-28588,0,0,-50000,50000,0,-21975,50000,50000
2019-07-01,0,0,4081,0,43607,1,0,-50000,0,0,0,21858,-2,27125,0,39543,-50000,-21438,0,22681,-33590,50000,39299,47290,-13627,-12513,34057,-4492,-4439
2019-07-02,0,0,-4081,0,50000,0,48122,0,50000,50000,0,-21858,0,-22470,50000,-39543,0,-50000,0,-50000,-7615,-50000,50000,0,-9070,0,-31242,-25946,0
