account_rewards,date
791892.8214148283,2016-12-30
62955.22910951078,2017-01-03
-396859.8855456561,2017-01-04
542342.8620826006,2017-01-05
-415931.0049351156,2017-01-06
-965670.6025539935,2017-01-09
976422.5420812964,2017-01-10
-254919.60760317743,2017-01-11
131572.77699397504,2017-01-12
-666088.2891728133,2017-01-13
-594107.1131052226,2017-01-17
-1057019.75280267,2017-01-18
928119.594161883,2017-01-19
-488736.31673161685,2017-01-20
412304.93186217546,2017-01-23
807040.4394590706,2017-01-24
64840.19661553204,2017-01-25
-638074.6964331269,2017-01-26
-681994.7309985012,2017-01-27
-266056.41582113504,2017-01-30
175712.9256040454,2017-01-31
-119201.49619594216,2017-02-01
1071257.9910602123,2017-02-02
47288.93407200277,2017-02-03
229279.4880722463,2017-02-06
194676.83179676533,2017-02-07
823978.9839066118,2017-02-08
254669.84222322702,2017-02-09
634364.9405898899,2017-02-10
679271.538689673,2017-02-13
934481.4618557543,2017-02-14
78279.64141009748,2017-02-15
-226238.27144917846,2017-02-16
555202.609369874,2017-02-17
307083.4519075155,2017-02-21
298440.0610387325,2017-02-22
53428.71279908717,2017-02-23
-149509.36909505725,2017-02-24
-212438.98175644875,2017-02-27
1251694.6399183124,2017-02-28
-137229.47234234214,2017-03-01
-60261.049513310194,2017-03-02
-389656.1974631548,2017-03-03
-604801.5523741841,2017-03-06
-237734.7689228207,2017-03-07
-75098.714569211,2017-03-08
103085.33451277018,2017-03-09
-163773.4486887455,2017-03-10
157651.0345134288,2017-03-13
600355.3536764681,2017-03-14
56197.52065068483,2017-03-15
-691086.1554601043,2017-03-16
200646.07575537264,2017-03-17
-697821.743724674,2017-03-20
-134055.6873241663,2017-03-21
-226907.87351834774,2017-03-22
-628738.8952289671,2017-03-23
262205.3749717772,2017-03-24
363360.1345490813,2017-03-27
177759.85058538616,2017-03-28
124761.25384362042,2017-03-29
-374509.70533557236,2017-03-30
