date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2018-04-04,0,0,0,0,0,-3809,0,0,0,0,0,-1,47767,-46397,0,0,0,0,0,40140,0,0,0,0,0,0,0,0,-4032
2018-04-05,0,0,0,0,0,0,-11893,-12681,0,0,0,0,0,0,0,0,-15915,0,0,-50000,16445,0,0,0,50000,0,0,1,-50000
2018-04-06,0,0,0,0,0,-42180,-1089,0,0,0,0,0,0,0,0,0,-50000,0,0,50000,0,50000,48920,0,-26599,50000,50000,0,-796
2018-04-09,0,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,1,0,0,0,-50000,-16445,-48451,35231,50000,50000,-50000,-50000,0,50000
2018-04-10,0,0,0,0,0,0,0,0,0,0,-9850,0,0,0,0,0,0,0,0,30914,0,2,-16478,0,-14334,0,0,-1,50000
2018-04-11,0,0,11500,0,50000,0,0,0,0,0,0,0,0,0,0,50000,-8928,1,0,0,0,-1551,0,-50000,0,0,0,0,0
2018-04-12,50000,0,-11500,0,-1016,0,1,0,0,0,0,0,-47767,0,7478,50000,0,0,0,50000,0,0,-50000,0,-11568,0,50000,50000,-6657
2018-04-13,-7323,0,0,0,1,0,-4998,0,0,0,0,0,0,0,0,0,-50000,-1,0,-29626,0,0,0,0,42459,0,50000,-6208,0
2018-04-16,0,0,0,0,-48985,50000,0,0,0,26186,0,0,0,0,50000,0,-50000,0,0,0,0,0,1,0,-14437,0,-50000,0,-26942
2018-04-17,0,0,0,0,0,0,-22553,0,0,-20364,0,0,2,0,0,-4915,0,0,0,0,0,0,-17674,0,44933,0,-44234,50000,-34337
2018-04-18,0,0,0,0,0,36956,1,0,0,-5822,0,0,-2,0,-50000,-7959,0,0,0,-17069,0,50000,50000,0,0,0,-5766,50000,-25304
2018-04-19,-42677,0,0,0,0,-86956,-9469,0,0,0,0,0,0,0,-7478,-87139,-256926,0,0,-228832,0,-50000,-50000,0,-120454,0,0,-143792,-285828
2018-04-20,40885,0,0,0,41163,0,50000,0,0,0,31805,7787,0,15148,50000,11524,0,24024,0,50000,3293,27327,3930,1014,0,0,50000,24223,0
2018-04-23,-5627,0,0,0,-34128,50000,50000,47687,50000,50000,-6938,-4907,50000,-15148,50000,50000,0,-23647,45576,47440,-1350,22928,46901,50000,50000,50000,-50000,50000,0
2018-04-24,50000,0,0,50000,-3610,42183,215,13755,-1463,3514,15996,-2880,22760,0,-8991,-43456,0,50000,-45576,-50000,50000,-50000,-35471,-20469,-50000,-41625,5660,9070,15316
2018-04-25,40815,0,0,-25640,-3425,-50000,-10569,30936,-48537,50000,50000,17029,-19406,0,-5094,-18068,8097,46662,4882,38525,-42510,-143,50000,-30545,1034,-3696,48516,50000,-7754
2018-04-26,-50000,0,35202,40702,0,-42183,15124,-50000,0,-2778,-50000,15166,-50000,0,-19900,0,-8097,45848,-4882,-50000,46671,46978,-36503,0,-1034,-4679,-50000,-22505,-7562
2018-04-27,0,0,37966,0,0,0,0,0,0,0,0,-12721,2,0,0,0,0,0,0,-35965,50000,-9874,-28857,50000,0,0,0,50000,0
2018-04-30,0,0,-24276,-31061,50000,0,42982,0,0,-49611,50000,-19474,0,0,0,0,50000,-11473,0,0,50000,-37216,50000,0,0,0,1,-8817,0
2018-05-01,-50000,0,0,-34001,1,28969,-23600,-31928,0,-52,-675,0,1,0,-19957,0,50000,0,50000,0,0,0,0,0,0,0,-4177,50000,0
2018-05-02,-26073,0,-42776,0,0,-20225,-14247,-10450,0,0,19350,0,0,0,-18283,0,0,0,-50000,50000,0,0,-21211,50000,50000,0,0,1,0
2018-05-03,0,0,-6116,0,-13640,-8744,-50000,0,50000,39560,-50000,0,-3357,0,-22447,0,-50000,50000,0,0,0,50000,0,-50000,50000,0,0,2,0
