date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WMT,XOM
2020-01-03,0,0,0,0,-50000,0,50000,25611,0,0,0,0,0,50000,0,50000,50000,-36608,-43796,0,0,0,50000,0,-26959,-50000,-50000,0,-18412
2020-01-06,0,0,0,0,-45392,0,0,-25611,0,25648,0,-50000,0,0,0,0,-23535,0,0,50000,0,0,0,0,50000,-36924,-50000,0,-50000
2020-01-07,0,0,0,0,0,0,-27614,0,0,0,0,-19181,0,-24443,0,-14244,0,0,-50000,0,0,0,1,0,31787,0,50000,0,0
2020-01-08,0,0,23986,50000,0,0,-22386,0,0,-25648,0,-9922,0,-25557,0,0,0,50000,0,50000,0,0,50000,0,-50000,-47310,50000,0,-50000
2020-01-09,0,0,-4659,-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-389,0,0,2,-40976,0,46752,-10835,0,50000,0
2020-01-10,0,0,-19327,0,0,0,0,0,1,0,0,0,0,0,0,0,-26465,0,0,0,0,-2,0,0,47318,1,0,-50000,0
2020-01-13,0,0,0,50000,49600,0,0,0,-1,0,3279,0,0,0,0,45478,0,-43368,0,-43195,0,0,0,0,-30483,48296,-50000,50000,3
2020-01-14,5561,0,0,50000,0,27113,0,50000,0,0,-3279,0,0,0,0,-496,0,-215,50000,-17072,0,0,-27613,0,-28627,-19364,0,0,-50000
2020-01-15,-5561,0,0,0,50000,45252,0,50000,0,0,0,50000,50000,0,0,50000,0,-50000,-14944,0,0,0,-11746,0,-33750,-33853,-33627,0,50000
2020-01-16,0,0,0,-50000,0,0,0,-50000,0,0,0,0,-33265,0,0,2,0,-50000,-17435,50000,0,0,50000,4460,50000,0,-19141,-50000,-45975
2020-01-17,0,0,0,0,1,-50000,0,0,0,0,0,-50000,-14995,0,0,-5448,50000,-10375,-3186,-8029,0,0,0,44277,-33668,50000,-8958,0,-29905
2020-01-21,0,0,0,0,-15220,0,0,0,0,0,0,0,0,0,0,0,0,0,-21314,-14335,0,8,-38884,-48737,1669,50000,0,50000,50000
2020-01-22,0,0,50000,43620,-44367,-22365,0,46612,0,0,0,33605,0,0,0,-46614,-50000,7668,-6388,-4889,0,-8,-30782,0,0,-50000,0,-50000,-6816
2020-01-23,1,0,-50000,-50000,50000,0,0,50000,0,0,16922,0,0,0,32887,50000,0,50000,0,50000,0,45877,0,39949,-50000,-15543,0,0,0
2020-01-24,-1,0,0,-21905,0,0,0,-20075,0,0,0,0,0,0,-16142,0,3313,50000,0,50000,0,-39069,0,1,-998,-31889,0,50000,-23925
2020-01-27,0,0,0,-13948,1,0,0,-50000,0,0,-16922,0,-1740,0,0,0,-3313,-30589,0,-7489,22367,50000,0,0,0,50000,50000,50000,0
2020-01-28,10651,0,0,-7767,14346,18591,0,-50000,50000,0,0,-33605,0,0,-16745,-40338,0,26548,0,13220,-19232,-10121,0,0,10008,8215,-50000,50000,50000
2020-01-29,-10651,0,0,0,-1178,0,0,0,-25703,0,0,0,0,0,0,1,0,0,0,-16687,0,0,0,-30573,24095,0,0,0,50000
2020-01-30,0,0,0,0,0,0,0,-26537,0,0,0,0,1,0,0,0,0,0,0,0,-3135,0,0,36573,0,-1969,0,-2572,0
2020-01-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-50000,0,0,0,-46687,0,-1025,27560,0,50000,0,-50000
2020-02-03,0,0,0,0,-3878,0,0,0,0,0,0,0,-1,0,0,-50000,50000,0,0,21496,0,0,0,-25734,0,-39625,-48070,0,50000
2020-02-04,0,0,0,50000,0,-13786,0,0,-24297,0,0,0,50000,0,7245,-43761,0,-50000,0,0,0,50000,42836,-19191,-50000,47780,-1930,-36125,32323
2020-02-05,0,0,0,-43537,1,0,0,0,0,0,0,0,-15682,0,0,0,-50000,0,50000,-22821,42128,-50000,0,0,50000,0,0,0,-2456
2020-02-06,0,0,0,50000,50000,-4805,1476,0,50000,0,0,0,-34318,0,-7245,0,0,50000,-13944,-5266,-42128,1,-42836,0,-17962,0,0,50000,0
2020-02-07,0,0,6328,0,0,0,-1476,0,0,0,0,2,0,0,0,0,0,-50000,-36056,-50000,0,-1,0,50000,50000,-12913,0,0,-50000
2020-02-10,0,0,0,0,-15072,0,0,0,0,0,0,6808,0,0,0,0,0,50000,0,-50000,50000,50000,0,0,0,-25536,0,0,50000
2020-02-11,0,0,-6328,0,-50000,0,0,0,-27265,0,0,-6810,0,0,0,0,50000,-23115,0,-33987,-39032,2,47780,0,0,0,0,50000,50000
2020-02-12,0,0,0,0,11097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10672,-10968,-758,50000,-9841,-38356,50000,0,1,-20996
2020-02-13,0,0,0,0,-14742,0,50000,0,50000,0,30144,0,49049,0,50000,0,-50000,50000,0,0,0,-18963,-29639,50000,-50000,-32960,50000,50000,-40674
2020-02-14,0,0,50000,0,-50000,0,-50000,0,-28202,0,-3094,0,-15564,0,0,50000,0,-50000,0,-274,0,0,-40691,0,14997,-50000,50000,2,40982
2020-02-18,0,0,0,0,0,0,0,0,-10628,0,-27050,0,50000,0,3897,-50000,0,0,0,0,50000,50000,50000,-49258,-359,0,0,0,0
2020-02-19,0,50000,-20459,-45038,42446,3249,31301,0,-33905,0,2271,0,32532,0,-29741,0,19958,-30512,0,50000,-76,-34246,50000,-6042,-4146,-50000,-22125,-29057,-14363
2020-02-20,0,0,-29541,-11425,0,-3249,0,0,50000,0,-2271,0,28788,0,0,0,-19958,50000,0,0,50000,0,0,-34859,50000,0,0,-40436,-19452
2020-02-21,50000,-45851,0,0,-28006,0,50000,13973,-50000,0,3451,49021,50000,0,-24156,0,0,44310,0,-32330,-41325,25361,-50000,1,-12603,50000,-45650,-50000,46140
2020-02-24,0,0,0,0,0,0,-24274,-13973,0,0,0,0,0,0,0,0,0,-45001,0,0,0,1,-18785,1,0,31843,50000,-23144,50000
2020-02-25,0,-4149,0,0,-23235,0,1,50000,0,0,-3451,50000,0,0,0,0,0,-32114,0,-630,-50000,50000,21754,0,-10095,0,-33375,-50000,0
2020-02-26,-13362,0,0,0,8188,0,-24068,24864,34401,0,0,50000,-50000,32207,45810,0,0,-17195,0,-17040,21906,-6287,-15207,50000,-43139,-50000,-3997,-21399,-31027
2020-02-27,-8057,0,0,0,0,0,0,30052,0,0,0,0,0,0,0,0,0,0,0,0,0,-8774,0,-50000,50000,-10939,0,-6346,-35631
2020-02-28,-28581,0,0,0,-29983,0,-32960,-104916,-34401,0,0,-149021,-144805,-32207,-45810,0,0,0,0,0,-30505,-106336,-65212,-2,-50000,-84976,-44853,-40924,-327209
2020-03-02,50000,22361,0,6345,23312,50000,0,0,0,2911,8634,40182,14727,15474,38324,11173,0,0,0,0,0,24011,0,50000,50000,6631,50000,0,48804
2020-03-03,0,0,50000,-6345,-23312,-6194,50000,0,0,8801,-8634,50000,-14727,0,50000,1,0,41497,0,0,50000,0,0,36892,34804,50000,50000,0,-39199
2020-03-04,-29476,0,-41516,50000,50000,-43806,-34674,37146,1,-11712,0,-47547,0,50000,-19629,0,0,-41497,0,50000,-50000,-24011,0,0,50000,0,-50000,0,-9605
2020-03-05,-20524,-22361,-8484,-10077,0,0,-15326,0,50000,50000,0,-19907,0,0,49459,0,0,0,0,-50000,0,0,44594,24787,-50000,50000,-50000,0,2
2020-03-06,0,0,35071,-39923,-11271,0,0,-37146,-50000,0,0,0,0,0,50000,-11174,0,0,0,0,0,50000,0,-50000,0,0,50000,5,-2
2020-03-09,0,0,-35071,0,-38729,0,0,0,-1,-50000,0,-22728,0,-65474,-168154,0,0,0,0,0,0,-50000,-44594,-61679,-84804,-106631,-50000,-5,0
2020-03-10,0,27197,13942,0,0,50000,0,50000,50000,7502,0,50000,0,0,50000,20264,0,0,0,26208,40700,50000,10088,2487,41117,50000,0,9273,0
2020-03-11,0,-27197,-13942,0,0,-50000,0,-50000,-50000,-7502,0,-50000,0,0,-50000,-20264,0,0,0,-26208,-40700,-50000,-10088,-2487,-41117,-50000,0,-9273,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
