account_rewards,date
378852.48738849163,2017-10-02
157705.05534428358,2017-10-03
371034.72987499833,2017-10-04
138257.95858711004,2017-10-05
-46302.54281567037,2017-10-06
397329.43452194333,2017-10-09
174580.71672156453,2017-10-10
-290180.32813838124,2017-10-11
166830.35884264112,2017-10-12
543149.8763961941,2017-10-13
1228725.1839068532,2017-10-16
182689.72142085433,2017-10-17
-176494.16754856706,2017-10-18
301914.0106957704,2017-10-19
-557007.0519401282,2017-10-20
670644.713106826,2017-10-23
-113340.8588500768,2017-10-24
187239.3368884623,2017-10-25
42325.293125748634,2017-10-26
-119573.2293523848,2017-10-27
29652.952774628997,2017-10-30
96902.84405297041,2017-10-31
179692.1599868685,2017-11-01
-74645.6431787461,2017-11-02
134131.5073736161,2017-11-03
155362.2285105884,2017-11-06
-222892.05130054057,2017-11-07
-273440.287064448,2017-11-08
-201811.0229153633,2017-11-09
-759261.151993379,2017-11-10
-431219.24040448666,2017-11-13
-536401.6623227745,2017-11-14
521517.5168275982,2017-11-15
-174774.1203289181,2017-11-16
48306.64796997607,2017-11-17
617519.0970994085,2017-11-20
-644555.3105382919,2017-11-21
279197.4095570445,2017-11-22
-144361.81598871946,2017-11-24
1272958.302227199,2017-11-27
1081767.624161303,2017-11-28
1937802.9972618371,2017-11-29
-969185.8427303582,2017-11-30
345129.1766370088,2017-12-01
-570037.6878628433,2017-12-04
106849.48679761589,2017-12-05
165304.9711087793,2017-12-06
597782.4405886382,2017-12-07
42543.80106686056,2017-12-08
138956.17793354392,2017-12-11
549192.0882265568,2017-12-12
-621039.426855132,2017-12-13
375103.12501612306,2017-12-14
256467.5337585956,2017-12-15
-243368.1899165064,2017-12-18
-317572.78220160306,2017-12-19
-314574.4744949043,2017-12-20
-276509.92258933187,2017-12-21
-279381.8479334414,2017-12-22
125550.50370746851,2017-12-26
140405.67802745104,2017-12-27
-568669.0187295228,2017-12-28
