account_value,date,daily_return
117104295.31240535,2018-04-04,
118487744.5739261,2018-04-05,0.011813821669222735
116169543.7202916,2018-04-06,-0.0195648998296879
116191389.14522031,2018-04-09,0.0001880477811060377
117989668.89730269,2018-04-10,0.01547687625831573
117653485.54191601,2018-04-11,-0.0028492609440178285
117809202.90000746,2018-04-12,0.0013235252434231626
117859683.8736315,2018-04-13,0.0004284977096984388
118860430.16181274,2018-04-16,0.008490997559897018
119979075.80556649,2018-04-17,0.009411421801442721
119844095.87779875,2018-04-18,-0.00112502890076005
119058183.59459797,2018-04-19,-0.006557788912706641
118879596.32178064,2018-04-20,-0.0014999999783755769
118822818.05285102,2018-04-23,-0.0004776115556106575
117512206.65210144,2018-04-24,-0.011029963960008327
117231063.72100039,2018-04-25,-0.002392457252831548
118111420.31076983,2018-04-26,0.007509584591543161
117827888.55224487,2018-04-27,-0.002400544822667716
116669014.83262768,2018-04-30,-0.009835309228199751
116127303.7238001,2018-05-01,-0.004643144622458073
115361351.088844,2018-05-02,-0.006595801421325098
114888820.039234,2018-05-03,-0.004096094967248498
116379768.82166933,2018-05-04,0.012977318262352933
116618930.43181588,2018-05-07,0.002055010184055517
116399380.6853249,2018-05-08,-0.0018826252794295062
117155244.16629067,2018-05-09,0.006493707067129151
118219440.42153458,2018-05-10,0.009083641648455654
118976773.2753657,2018-05-11,0.006406161720362569
120003086.32607967,2018-05-14,0.008626163094359818
118977053.4254182,2018-05-15,-0.008550054270049956
119538013.10221848,2018-05-16,0.004714856021811986
119080796.64956972,2018-05-17,-0.0038248624080591265
119129079.39680128,2018-05-18,0.00040546207776603893
120327399.38509338,2018-05-21,0.010059004857249532
119273029.1445308,2018-05-22,-0.008762511663600314
119786223.40949143,2018-05-23,0.004302684929203604
119377822.80571046,2018-05-24,-0.0034094121356914586
119082986.0644159,2018-05-25,-0.002469778174581161
117163955.27350271,2018-05-29,-0.016115071130943348
118515027.51615468,2018-05-30,0.011531466648578848
117499494.15735279,2018-05-31,-0.008568815112188655
118598954.52591175,2018-06-01,0.009357149802590614
119510099.77652901,2018-06-04,0.007682574051849578
119478421.37088276,2018-06-05,-0.00026506885782440204
120903191.47502773,2018-06-06,0.011924915711115869
120837684.90685847,2018-06-07,-0.0005418100826790617
121424280.92640637,2018-06-08,0.00485441292590183
121210075.26122478,2018-06-11,-0.001764108986664903
121142016.93204258,2018-06-12,-0.0005614906932077668
120321688.2114198,2018-06-13,-0.006771628386235018
120379208.90077588,2018-06-14,0.0004780575323628522
120159579.60517147,2018-06-15,-0.0018244786422000336
119478256.6388111,2018-06-18,-0.005670151049122496
118151313.81012177,2018-06-19,-0.01110614488375683
118112333.95555043,2018-06-20,-0.0003299146942536968
117266171.18295908,2018-06-21,-0.0071640509018287
117704183.74088019,2018-06-22,0.003735199618973839
115846637.07977206,2018-06-25,-0.015781483733810386
116664803.73490377,2018-06-26,0.007062498107461845
116082436.23765989,2018-06-27,-0.004991801113960581
116700966.74564222,2018-06-28,0.005328372904889633
116532359.66108951,2018-06-29,-0.0014447788159304142
116497081.4231202,2018-07-02,-0.0003027334044544139
