account_rewards,date
-720411.2369084954,2015-12-31
84350.03530623019,2016-01-04
-1198717.1460399032,2016-01-05
-1786158.2398721427,2016-01-06
-1004972.9622405767,2016-01-07
364981.40001423657,2016-01-08
798314.6021751612,2016-01-11
-2116615.203545183,2016-01-12
1347306.9481624216,2016-01-13
-1878233.7327091694,2016-01-14
39448.322793096304,2016-01-15
-1260578.8254805952,2016-01-19
732144.6293692291,2016-01-20
915709.4848403931,2016-01-21
-141474.8407766521,2016-01-22
506960.89760768414,2016-01-25
-318967.59831130505,2016-01-26
239891.32579499483,2016-01-27
2094923.809139058,2016-01-28
114199.36028593779,2016-01-29
-1380406.6119853705,2016-02-01
974722.3793646544,2016-02-02
-238964.5399968177,2016-02-03
-2312809.2847449332,2016-02-04
-1255398.6799341291,2016-02-05
374833.13888162374,2016-02-08
255008.6517958194,2016-02-09
-1380909.2197310925,2016-02-10
-137772.2546837777,2016-02-11
232588.43215434253,2016-02-12
860415.1231208891,2016-02-16
-85549.6808925718,2016-02-17
23161.576910719275,2016-02-18
1091562.8476183861,2016-02-19
-1196921.6209193915,2016-02-22
206637.3798467815,2016-02-23
820350.592096135,2016-02-24
-466939.8219884485,2016-02-25
-673877.1358990967,2016-02-26
2008568.8628562689,2016-02-29
356442.62181663513,2016-03-01
47638.111362457275,2016-03-02
213159.1756608039,2016-03-03
598519.1996036321,2016-03-04
-814738.4048316032,2016-03-07
642221.1211432219,2016-03-08
28705.23650982976,2016-03-09
1131068.8101020008,2016-03-10
-95569.5624511689,2016-03-11
-98343.45660583675,2016-03-14
206031.4297132492,2016-03-15
1074531.2036647946,2016-03-16
636551.3752157241,2016-03-17
229379.66408734024,2016-03-18
-298179.4061421603,2016-03-21
-850928.3786818683,2016-03-22
153423.25308814645,2016-03-23
34680.5081011951,2016-03-24
527982.6171846837,2016-03-28
484449.62983874977,2016-03-29
-158489.96927276254,2016-03-30
468698.16058059037,2016-03-31
